javanese,ground_truth,generated,bertscore
Apike wektu turu paling sithik iku limang jam.,Sebaiknya jam tidur minimal lima jam.,Waktu turu paling sedikit itu lima jam.,0.8806963562965393
"Aku bareng kanca kerja sengaja nyoba mangan awan ning kene, kanggo panggonan kagolong cukup kapenak yen ning lantai dhuwur. Rasa pithik bakar ning kene tenan dak rekomendasikake karo sambel pelem.","Saya bersama rekan kerja sengaja mencoba makan siang di sini, untuk tempat terbilang cukup nyaman jika di lantai atas. Rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga.","Aku bersama teman kerja sengaja mencoba makan awan, tapi di sini, untuk tempat yang cukup enak jika di lantai yang tinggi. Rasanya terlalu pahit jadi tidak merekomendasikan dengan sambal pelem.",0.9229996204376221
Aku gela karo pelayanane. Siktasan aku pesen grabfood pesenen ora diterna nanging wis dimarekne. Tulung gae selektif milih tukang nyambut gawe.,Saya kecewa dengan pelayanannya. Barusan saya pesan grabfood pesanan tidak diantar tapi sudah diselesaikan. Mohon untuk selektif memilih pekerja.,"Saya tidak mengerti pesanan saya. Saya memesan Grabfood tetapi pesanan saya tidak terproses, tetapi sudah diproses. Tolong bantu pilih pengemudi untuk mengantarkan.",0.9140511751174927
"Wis ilang handphone xiaomi redmi note 5 werna gold 64 / 4 ning daerah duri kidul, jembatan lima, tambora, jakarta barat.","Telah hilang handphone xiaomi redmi note 5 warna gold 64 / 4 di daerah duri selatan, jembatan lima, tambora, jakarta barat.","Handphone Xiaomi Redmi Note 5 warna gold 64/4 hilang di daerah Duri Kidul, Jembatan Lima, Tambora, Jakarta Barat.",0.9175161123275757
Aku ora kuciwa karo produke apple,Saya tidak kecewa dengan produk apple,Saya tidak kecewa dengan produk Apple.,0.9641539454460144
"Youtube saben dina saya akeh iklane, njengelake!","Youtube semakin hari semakin banyak iklannya, menyebalkan!","Setiap hari di YouTube saya banyak iklannya, mengganggu!",0.9077397584915161
"Iku indomie karo mangkoke wis wira-wiri, kepisah sisan isi lan adahe.","Itu indomie sama mangkoknya sudah berkeliaran, terpisah pula isi sama wadahnya.","Itu indomie dengan mangkoke sudah terkenal, tapi terpisah dan kurang lengkap.",0.8914397358894348
Dhewe marang kafe iki kanggo mangan serabi. Serabine kanggo dhewe kandel banget ing bagian tengah. Akeh tenan piliah topping serabine nganti mumet milihe. Ternyata regane luwih larang saka warung setiabudi. Kuciwa.,Kami ke kafe ini untuk makan serabi. Serabinya bagi kami terlalu tebal di bagian tengah. Banyak sekali pilihan topping serabi sampai pusing memilihnya. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa.,Saya datang ke kafe ini untuk makan serabi. Serabinya sangat padat di bagian tengah. Banyak sekali pilihan topping serabi sampai pusing memilih. Ternyata harganya lebih mahal dari warung setiabudi. Sakit hati.,0.9751694798469543
"Bistik murah, cocok kanggo sing anggarane cilik nanging pingin mangan murah lan wareg, kajaba bistik uga panganan liyane enak lan murah. Susanane lumayan rame, umume akeh kaluwarga utawa bocah sekolahan.","Steak murah, cocok untuk yang budgetnya kecil tapi ingin makanan murah dan kenyang, selain steak juga makanan lainnya enak dan murah. Suasananya lumayan ramai, biasanya banyak keluarga atau anak sekolahan.","Makanan murah, cocok untuk orang yang punya anggaran kecil tapi ingin makan enak dan hemat, selain masakan juga makanan lain yang enak dan murah. Biasanya cukup ramai, umumnya banyak keluarga atau anak sekolah.",0.9543105363845825
"Pertemuan antarane pihak bank bri, bpbat sungai gelam - jambi, lan pokdakan sek ana ing desa pudak. Kanggo ngrembug bentuk panyaluran dana csr saka bank bri","Pertemuan antara pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan yang ada di desa pudak. Untuk mendiskusikan bentuk penyaluran dana csr dari bank bri","Pertemuan antara pihak Bank BRI, BPBD Sungai Gelam - Jambi, dan Pokdakan Sek di desa Pudak. Untuk membahas bentuk penyaluran dana CSR dari Bank BRI.",0.9402629137039185
"Panggonan iki menarik tenan, pemandangan apik, ana arena dolanan ing njaba kanggo sakulawarga. Tenan disaranake kanggo kaluwarga sing ndhuwe bocah cilik. Panganan halal lan menu rena-rena.","Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk sekeluarga. Sangat disarankan untuk keluarga dengan anak kecil. Makanan halal dan menu bervariasi.","Tempat ini sangat menarik, pemandangannya bagus, ada area bermain di luar untuk seluruh keluarga. Sangat disarankan untuk keluarga yang memiliki anak kecil. Makanan halal dan menunya beragam.",0.9718964099884033
"Hotel arep check-in wae ruwet. Nunggu amarga ngresiki kamar suwe banget, gela lah. Iki pisanane aku mrana. Terus langsung diwenehi kesan pisanan sing ora apik.","Hotel mau  check-in aja ribet. Menunggu karena membersihkan kamar lama banget, kecewa dah. Ini pertama kalinya gue ke sana. Terus langsung dikasih first impression yang tidak bagus.","Hotelnya susah check-in. Nunggu lama karena resepsionisnya lama sekali, bikin kesel. Ini pertama kalinya aku merasa seperti ini. Terus langsung diberikan kesan pertama yang tidak baik.",0.9265321493148804
"Amarga kartu oktrip wektu iki yaiku saka bni, mulakna isi ulang isa dilakokake ing mitra-mitra sing kerja sama karo bni.","Karena kartu oktrip saat ini adalah dari bni, maka isi ulang bisa dilakukan di mitra-mitra yang bekerjasama dengan bni.","Karena kartu oktrip saat ini berasal dari BNI, pengisian ulang dapat dilakukan di mitra-mitra yang bekerja sama dengan BNI.",0.9637653231620789
Ngge kabeh seh apik. Karyawane yo grapyak grapyak. Lan pemandangane apik. Nanging panganane kelarangen. Larang banget malah. Dompet kudu kandel.,Secara keseluruhannya sih bagus. Karyawanya juga ramah ramah. Dan pemandangannya bagus. Tapi makanannya terlalu mahal. Mahal banget malah. Dompet harus tebal.,Semuanya sudah bagus. Karyawannya ramah-ramah. Dan pemandangannya indah. Namun makanannya kurang. Sangat tidak enak malah. Dompet harus tebal.,0.9530293345451355
"Mangan karo kaluwarga bakal luwih nyenengake kanthi kabeh fasilitas sing ana. Lokasine sing apik, panganane sing cukup enak kanthi aneka werna pilian. Lan pemandangan lan suwasana dadi andalan","Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan beragam pilihan. Dan pemandangan serta suasana jadi andalan","Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasinya bagus, makanannya cukup enak dengan berbagai pilihan. Dan pemandangan serta suasananya menjadi andalan.",0.9792097210884094
"Sega goreng mafia sing manggon ning dalan setiabudi awakdewe pilih merga pingin golek panganan sing cepet. Ditambah yaiku salah siji kuliner sing wajib diparani ning bandung. Aku milih sega goreng sing favorit ning kene yaiku sega goreng bandit sing tingkat pedese ning level 3. Panganan sing disajikne cukup cepet, nanging sayange sega goreng sing tak pesen segane atos, bumbon rempahe ketutupan.","Nasi goreng mafia yang terletak di jalan setiabudi kami pilih karena ingin mencari makanan yang cepat. Ditambah merupakan salah satu kuliner yang wajib dikunjungi di bandung. Saya memilih nasi goreng yang favorit di sini yaitu nasi goreng bandit hingga tingkat kepedasan di level 3. Makanan yang disajikan cukup cepat, namun sayangnya nasi goreng yang saya pesan nasinya keras, bumbu rempahnya tertutupi.","Gorengan jagung itu mafia yang tinggal di jalan Setiabudi. Aku memilih gorengan karena ingin mencari makanan yang cepat. Ditambah lagi, salah satu kuliner yang wajib dicoba di Bandung. Aku memilih sega goreng yang favorit di sini, yaitu sega goreng bandit dengan tingkat pedas level 3. Makanan yang disajikan cukup cepat, tetapi sayang, gorengan yang aku pesan rasanya keras, bumbunya kurang meresap.",0.9332188963890076
Iki yaiku sop stengkel paling enak ning aceh tamiang.,Ini adalah sop stengkel terenak di aceh tamiang.,"Ini adalah sup stengkel paling enak, tapi dari Aceh Tamiang.",0.9253708124160767
Kanggo kakang admin tulung doooooonk bales pesen langsungku,Untuk kakak admin tolong doooooonk balas pesan langsung saya,"Untuk kak admin, tolong balas pesanku langsung ya.",0.8896906971931458
"Pemandangan sing utama ing sky lounge grandia iki memang isa ngeculake keselmu. Malah isa dadi, para pelancong nggolek area iki ndhisik, dibandingake ngaso ing kamar.","Pemandangan yang utama di sky lounge grandia ini memang dapat melepas penat anda. Bahkan bisa jadi, para pelancong mencari area ini terlebih dahulu, dibandingkan beristirahat di kamar.","Pemandangan yang utama di sky lounge Grandia ini memang sangat memukau. Bahkan, para wisatawan cenderung mencari area ini tersembunyi, dibandingkan menginap di kamar.",0.9344244003295898
"Dhewe teka panggonan iki amarga lokasine sing cedhak karo panggonan dhewe nginep. Dhewe mesen sega bakar lan pasta. Sega bakare enak, akeh pilian, lan ora pedes, isa kanggo bocah-bocah. Dene pasta mung ana sak macem, nanging rasane uga enak. Rega panganan uga ora larang lan kajangkau kanggo panganan ing ngisor 30 ewu. Ing panggonan iki uga gratis wifi.","Kami mengunjungi tempat ini karena lokasinya yang berdekatan dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Sedang pasta hanya ada satu macam, namun rasanya pun enak. Harga makanan pun tidak mahal dan terjangkau untuk makanan di bawah 30 ribu. Di tempat ini juga gratis wifi.","Saya datang ke tempat ini karena lokasinya dekat dengan tempat menginap saya. Saya memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, cocok untuk anak-anak. Sedangkan pasta hanya ada beberapa jenis, tetapi rasanya juga enak. Harganya juga tidak mahal dan terjangkau untuk makanan di bawah 30 ribu. Di tempat ini juga ada wifi gratis.",0.9813290238380432
"Kanggo ngenthukne pemandangan sing apik kanthi cahyo lampu warna-warni, apike teka ing wayah wengi. Amarga nduweni latar mburi pemandangan jembatan Pasupati sing dadi simbol kota.","Untuk mendapatkan pemandangan yang bagus dengan cahaya lampu warna-warni, sebaiknya berkunjung pada malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang merupakan simbol kota.","Untuk menikmati pemandangan indah dengan cahaya lampu warna-warni, sangat menyenangkan di malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang menjadi simbol kota.",0.9726041555404663
"Aku teka ning resto sapulidi iki merga ana rekomendasi saka internet sing tau tak waca lak pemandangan sing apik banget lan panggon mangan pas ning sawah sing nggarai aku sir teka nyang panggon iki. Nanging pas aku teka kabeh ganti dadi elek, mulai panggon parkir sing isa diarani enek, dalan akses amoh lan panggon akses sing cilik.","Saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pemandangan yang sangat bagus dan tempat makan tepat di sawah yang membuat saya tertarik untuk datang ke tempat ini. Namun ketika saya sampai semua hal berubah menjadi buruk, mulai dari tempat parkir yang bisa dikatakan tersedia, jalan akses rusak dan kecilnya tempat akses.","Aku datang ke restoran ini karena ada rekomendasi dari internet yang pernah aku baca, lalu pemandangannya sangat bagus dan tempat makan di sawah yang menginspirasi aku untuk datang ke tempat ini. Namun, ketika aku tiba semuanya menjadi jelek, mulai dari tempat parkir yang tidak ada, jalan akses sempit dan tempat aksesnya kecil.",0.9517384171485901
"Amarga ngelih, aku pesen indomie.","Karena lapar, saya pesan indomie.","Karena itu, aku pesan indomie.",0.9410532712936401
"Sate wedhus lan gule wedhuse maknyus, penyajian panganane uga cepet tenan. Panggonane cukup resik","Sate kambing dan gulai kambingnya maknyus, penyajian makanannya juga sangat cepat. Tempatnya cukup bersih","Sate wedang dan gule wedang sangat enak, penyajiannya juga cepat sekali. Tempatnya cukup bersih.",0.940656840801239
"Sup guramene enak, pelayanane cepet, grapyak. Restoran resik. Amarga porsi sega sithik tenan, kanggo sing doyan mangan mesthi nambah.","Sup guramenya enak, pelayanan cepat, ramah. Restoran bersih. Karena porsi nasi sangat sedikit, buat yang doyan makan pasti menambah.","Supnya enak, pelayanannya cepat, dan tempatnya nyaman. Restoran yang kotor. Karena porsinya nasi sangat sedikit, bagi yang suka makan pasti perlu menambah.",0.9476680755615234
"Restorane ana pemandangan curuge, panggonan mangan kaya saung. Saunge ana akeh saka ngisor munggah nganthi ing ndhuwur, saya munggah saya katon pemandangan curuge.","Restorannya ada pemandangan air terjunnya, tempat makan berupa saung. Saungnya ada banyak dari bawah naik hingga ke atas, semakin ke atas semakin terlihat pemandangan air terjunnya.","Restoran berada di pemandangan air terjun, tempat makan seperti pondok. Pondoknya banyak dari bawah hingga atas, saya naik saya lihat pemandangan air terjun.",0.9306679964065552
"Pelayane grapyak. Nggarai terus pingin teka maneh. Kebeneran uga kerep nginep ning kene, hotele resik lan pemandangane saka kamar hotel apik.","Pelayannya ramah. Bikin selalu ingin datang kembali. Kebetulan juga sering menginap di sini, hotelnya bersih dan pemandangan dari kamar hotel bagus.","Pelayanannya bagus. Saya ingin datang lagi. Saya sering menginap di sini, tetapi sekarang, hotelnya bersih dan pemandangannya dari kamar hotel bagus.",0.9450249075889587
"Mangan mbengi karo kabeh kaluwarga ing dina ulang taun bojo ndhuweni kesan tenan kanthi suasana sing narik ati ing hotel. Pelayanan sing grapyak tenan saka mas tian. Ora kudu ngenteni suwi, panganan lan ombean sing dipesen.","Makan malam bersama seluruh keluarga di hari ulang tahun suami menjadi sangat berkesan dengan suasana yang menawan di hotel. Pelayanan yang sangat ramah dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.","Makan beko bersama seluruh keluarga pada hari ulang tahun orang tua memberikan kesan yang sangat baik dengan suasana yang menarik di hotel. Pelayanan yang sangat memuaskan dari Mas Tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.",0.9593422412872314
"Obong terus pak, suwek-suwek wae persatuan lan kesatuan Indonesia nganggo retorika mu.","Bakar terus pak, cabik-cabik saja persatuan dan kesatuan Indonesia dengan retorika mu.","Teruslah berjuang, cukup dengan persatuan dan kesatuan Indonesia menggunakan retorika saja.",0.9107117652893066
"Manggon ana ing pinggiran bukit, panggonane amba, nyenengake lan nyaman. Nduwe pemandangan sek nyenengake mripat, kaya gunung, kebon, lan kutha bandung nalika didhelok saka ndhuwur. Pegawaine cekatan lan grapyak. Menu panganane akehe menu steak sanajan uga ana menu sega goreng, gurame, lan liya-liyane. Restoran sing direkomendasikake kanggo diparani nalika teka ing bandung.","Terletak di tepi bukit, tempatnya luas, menyenangkan dan nyaman. Memiliki pemandangan yang memanjakan mata, seperti gunung, perkebunan, dan kota bandung jika dilihat dari atas. Pegawainya cekatan dan ramah. Menu makanan di dominasi oleh menu steak walaupun ada juga menu nasi goreng, gurame, dll. Restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung.","Berada di pinggir bukit, lokasinya luas, menyenangkan dan nyaman. Memiliki pemandangan indah yang memanjakan mata, seperti gunung, kebun, dan kota Bandung saat dilihat dari atas. Pelayanannya cekatan dan ramah. Menu makanannya banyak, termasuk steak, nasi goreng, gurame, dan lainnya. Restoran yang direkomendasikan untuk dicoba saat datang ke Bandung.",0.9602729678153992
Bca lagi ngadakake acara ulang tahun lan ngundang kabeh karyawane kanggo melu acara kuwi.,Bca sedang mengadakan acara ulang tahun dan mengundang seluruh karyawannya untuk mengikuti acara tersebut.,Baca lagi mengadakan acara ulang tahun dan mengundang semua karyawannya untuk mengikuti acara itu.,0.9592289924621582
"Kawit mbukak cendana bistro aku wis njajal panganan, dinggo aku kurang cocok, panganane biasa-biasa ora ana sing spesial.","Sejak buka cendana bistro saya sudah coba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial.","Saya baru mencoba makanan di Cendana Bistro, ternyata kurang cocok di lidahku, makanannya biasa saja, tidak ada yang istimewa.",0.9437385201454163
Minimal biaya transaksi wulan 11 sing kudune dibalekake wulan 12 wingi ora mlebu ing rekeningku kie.,Minimal biaya transaksi bulan 11 yang harusnya direfund bulan 12 kemarin tidak masuk ke rekening saya nih.,Biaya transaksi bulan November yang seharusnya dibayar di bulan Desember lalu tidak masuk ke rekeningku.,0.9371181726455688
"Sakwise kalap blanja, dhewe mutusake kanggo mangan ing warung tenda pinggir dalan. Ana ing lelungan marang hotel, dhewe lewat dalan cilik kanggo nyingkir saka macet, lan ketemu warteg iki. Pas teka rame banget! Dhewe kudu antri sediluk. Dhewe pesen sega uduk, pithik bakar madu, usus, kubis goreng. Rasane enak! Pithik bakar madune parah nggawe kemaningan banget!","Setelah kalap belanja, kami memutuskan untuk makan di warung tenda pinggir jalan. Dalam perjalanan pulang ke hotel, kita lewat jalan kecil untuk menghindari macet, dan bertemu warteg ini. Pas datang ramai banget! Kita mesti antre sebentar. Kami pesan nasi uduk, ayam bakar madu, usus, kol goreng. Rasanya enak! Ayam bakar madunya parah bikin ketagihan banget!","Sakwise kalap belanja, dia memutuskan sendiri untuk makan di warung tenda pinggir jalan. Saat berjalan menuju hotel, dia mengambil jalan kecil untuk menghindari kemacetan, dan menemukan warung ini. Ternyata sangat ramai sekali! Dia harus mengantri cukup lama. Dia memesan nasi uduk, pithik bakar madu, usus, dan kubis goreng. Rasanya enak! Pithik bakar madunya membuat perutnya sangat kenyang!",0.9337950944900513
Beritane sing ora berkualitas lan ora ndidik pol. Kebeg kepentingan lan golek rai.,Pemberitaanya yang tidak berkualitas dan sangat tidak mendidik. Penuh kepentingan dan pencitraan,Berita yang tidak berkualitas dan tidak mendidik. Hanya untuk kepentingan dan mencari perhatian.,0.9134076833724976
Bakul alon nanggepi. Ana masalah suwe diurus. Nganti saiki barang urung diganti,Penjual lambat menanggapi. Ada kendala lama diurus. Sampai sekarang barang belum diganti,Tongkat itu merespon dengan tenang. Masalah itu akan segera diselesaikan. Barang-barang yang belum diganti sampai sekarang.,0.8856750726699829
Aja lewatke diskon langsung nganti Rp 10 yuta ning kene!,Jangan lewatkan diskon langsung hingga Rp 10 juta di sini!,"Jangan lewatkan diskon langsung sampai Rp 10 juta, nih!",0.9614742398262024
Pt kami lan 12 bank wis tapak asma pembiayaan lrt jabodetabek,Pt kami dan 12 bank sudah menandatangani pembiayaan lrt jabodebek,Perusahaan kami dan 12 bank telah menyetujui nama-nama pendanaan untuk LRT Jabodetabek.,0.8879266381263733
"Nembe ngerti babagan panggonan iki saka kanca, wektu dhewe teka pengunjunge ora patia akeh, dadi dhewe milih kanggo lungguh ing lantai loro karo nikmati pemandangan ing njaba. Mbengi kuwi lagi ana pagelaran musik, aku kurang ngerti apa pagelaran musik iki ana saben dina apa ora.","Baru tahu tentang tempat ini dari teman, waktu kami datang pengunjungnya tidak terlalu banyak, jadi kami memilih untuk duduk di lantai dua sambil menikmati pemandangan di luar. Malam itu sedang ada pertunjukan musik, saya kurang tahu apakah pertunjukan musik ini ada tiap hari atau tidak.","Saya tidak mengerti tentang tempat ini dari teman, waktu saya datang berkunjung tidak banyak, jadi saya memilih untuk duduk di lantai dua dan menikmati pemandangan di luar. Malam itu ada pertunjukan musik, saya kurang tahu apakah pertunjukan musik ini ada setiap hari atau tidak.",0.9783405065536499
Aku pingin tuku 20 tiket dinggo laga persebaya vs arema sesok.,Saya ingin beli 20 tiket untuk laga persebaya vs arema besok.,Saya ingin membeli 20 tiket untuk pertandingan Persibaya melawan Arema besok.,0.9524288773536682
"Panganan uwis oke, nanging kanggo nata panggonan lungguh kurang, katon rame banget dadi ora nyaman, rega lumayan kanthi kualitas sing kurang.","Makanan sudah oke, namun untuk penataan tempat duduk kurang, terlihat terlalu ramai sehingga tidak nyaman, harga lumayan dengan kualitas yang kurang.","Makanan sudah enak, tapi untuk tempat duduk kurang, terlalu ramai jadi tidak nyaman, harganya lumayan dengan kualitas yang kurang.",0.9680498838424683
"Aku seneng suwi-suwi ning kene, merga kahanane enak, pencahayaane apik, ana plihan isa ning jaba nggen utawa ning jero. Panganane lumayan.","Saya senang berlama-lama di sini, karena suasananya enak, pencahayaannya bagus, ada pilihan bisa di luar ruangan atau di dalam. Makanannya lumayan.","Aku senang selalu di sini, karena tempatnya enak, pencahayaannya bagus, ada pilihan bisa di dalam atau di luar. Mangkannya makanannya lumayan.",0.96041339635849
Kabeh sing diomongne pak rocky iku ora ana dasare. Nggumun yo kok isa dadi profesor.,Semua yang diomongin sama pak rocky itu tidak berdasar. Heran ya kok bisa jadi professor.,Semua yang diomongkannya Pak Rocky itu tidak berdasar. Sungguh aneh kenapa bisa jadi profesor.,0.9475054144859314
"Restoran iki nduweni lokasi sing prima ing bukit-bukit sing nduweni hawa sejuk lan pemandangan ijo nyegerake. Mesthi wae tujuan utamane yaiku masakan khas nusantara sing nikmat. Cekake, ngunjungi mrene dhewe entuk ngelakokake sisan wisata ilat, mripat, lan jiwa.","Restoran ini memiliki lokasi yang prima di perbukitan yang memiliki udara sejuk dan pemandangan hijau menyegarkan. Tentu saja tujuan utamanya adalah masakan khas nusantara yang nikmat. Singkatnya, berkunjung ke sini kita dapat melakukan sekaligus wisata lidah, mata, dan jiwa.","Restoran ini memiliki lokasi yang prima di pegunungan dengan udara sejuk dan pemandangan hijau yang menyegarkan. Tentu saja, tujuan utamanya adalah masakan khas Nusantara yang lezat. Coba saja, kunjungi tempat ini sendiri untuk menikmati wisata kuliner, relaksasi, dan jiwa.",0.9409549236297607
"Bojoku sek ora terlalu seneng karo ramen, kanggo siki deknen ngomong nek enak lan gurih. Deknen malah mesen maneh kanggo deknen sakwise nyicipi pesenanku.","Istri saya yang tidak terlalu suka ramen, untuk kali ini dia bilang enak dan gurih. Dia malah memesan lagi untuk dirinya setelah mencicipi pesanan saya.","Pacarku tidak terlalu suka ramen, untuk sekarang dia akan bilang kalau rasanya enak dan gurih. Dia akan memesan lagi supaya dia bisa mencicipi pesanan ku.",0.9475368857383728
Panggone nyaman. Rasane enak. Regane uga saat. Weduse ora prengus. Pokoke cocok kanggo wong sing seneng njajan wedus.,Tempatnya nyaman. Rasanya enak. Harganya juga saat. Kambingnya tidak bau. Pokoknya recomend buat pecinta kuliner kambing.,Atapnya nyaman. Rasanya enak. Harganya juga murah. Wedusnya tidak pahit. Pokoknya cocok untuk orang yang suka makan wedus.,0.9316749572753906
"Salah siji restoran panganan laut paling apik ing kota iki. Apike teka pas preinan dina setu, yuyu isih apik lagi teka. Rega kompetitif, ora murah pancen nanging ora kelarangen kok.","Salah satu restoran seafood terbaik di kota ini. Sebaiknya datang pas liburan hari sabtu, kepiting masih bagus baru datang. Harga bersaing, tidak murah memang tapi tidak kemahalan kok.","Salah satu restoran makanan laut terbaik di kota ini. Paling ramai saat pagi hari hari Sabtu, tetap ramai lagi saat sore hari. Harganya bersaing, tidak murah memang, tapi tidak mahal kok.",0.9293858408927917
"Kanggo nggolek batagor sing asli, kowe ora perlu adoh-adoh nggoleke marang pelosok, cukup arahke kendaraan marang dalan saka djunjunan, dhewe isa nikmati batagor asli sing enak kanthi panggonan sing kapenak. Rasa batagor sing ditawakake ngugah salira tenan amarga batagor disajikake garing-garinge lan diguyang kuwah kacang sing seger","Untuk menemukan batagor yang otentik, anda tak perlu jauh-jauh mencarinya ke pelosok, cukup arahkan kendaraan ke jalan dari djunjunan, kita dapat menikmati batagor asli yang enak dengan tempat yang nyaman. Rasa batagor yang ditawarkan sangat menggugah selera karena batagor disajikan garing-garingnya serta disiram kuah kacang yang segar","Untuk mendapatkan batagor yang asli, kamu tidak perlu pergi jauh-jauh mencari ke pelosok, cukup arahkan kendaraan ke jalan dari depan rumah, kamu bisa menikmati batagor asli yang enak di tempat yang nyaman. Rasanya batagor yang ditawarkan sangat menggugah selera karena batagor disajikan renyah-renyah dan dihiasi kuah kacang yang segar.",0.9576295614242554
"Citarasane biasa wae, ora ana sek spesial. Kudune ngenteni cukup suwi nganti teka panganane, pelayane uga kurang grapyak.","Citarasa biasa saja, tidak ada yang spesial. Harus menunggu cukup lama datangnya makanan, pelayan juga kurang ramah.","Itu hanya selera biasa, tidak ada yang istimewa. Hanya perlu menunggu cukup lama sampai makanan datang, pelayanannya juga kurang ramah.",0.9475193619728088
Roti ulang tahune spesial nganggo ndhog sakpiring ditambah mozzarella kanggo kowe,Kue ulang tahun spesial pakai telur sepiring plus mozzarella buat kamu,Roti tahun ini spesial menggunakan nanas yang banyak ditambah mozzarella untukmu.,0.8805543184280396
Arep nesu marang indosat! Kok sinyale ilang terus si,Mau marah ke indosat! Kok sinyalnya hilang melulu si,Marah pada Indosat! Kenapa sinyalnya terus hilang saja.,0.8935191035270691
"Omah mangan sing ngusung konsep tradisional alias jadul iki pantes kowe coba. Kejaba rasane sing pas, warung iki duweni sawetara perkara unik kaya piring sing dienggo yaiku piring seng jaman mbiyen karo gelas ombeane. Jenis menune aneka werna banget. Lan sakkabehe enak enak!","Rumah makan yang mengusung konsep tradisional alias jadul ini patut anda coba. Selain rasanya yang pas, warung ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng zaman dahulu berikut gelas minumnya. Jenis menunya sangat beragam. Dan semuanya enak enak!","Rumah makan yang mengusung konsep tradisional atau jadul ini layak dicoba. Selain rasanya pas, warung ini memiliki beberapa hal unik seperti piring yang digunakan yaitu piring seng zaman mbiyen dan gelasnya. Jenis menunya sangat beragam. Dan secara keseluruhan enak-enak!",0.9700767397880554
Kfc Palembang Square kerep dadi peyelamat pas luwe pas aku nginep ning sekitar hotel ning lokasi iku. Kabeh wong seneng kfc. Dadi. Kfc ning lokasi iki nyepetne sampeyan dinggo pesen pas sampeyan keluwen ning jero hotel.,Kfc Palembang Square seringkali menjadi penyelamat di saat lapar saat saya menginap di sekitaran hotel di lokasi itu. Semua orang suka kfc. So. Kfc di lokasi ini menyegerakan anda untuk memesan saat anda kelaparan di dalam hotel.,Kentucky Fried Chicken Palembang Square sering menjadi penyelamat saat lapar saat aku menginap di sekitar hotel dan lokasinya juga. Semua orang suka KFC. Jadi. KFC dan lokasi ini dekat sehingga Anda bisa memesan saat Anda lelah dan di dalam hotel.,0.9464389681816101
Aneka werna ombean seger kasadia awit saka jus buah nganti rena-rena teh.,Berbagai macam minuman segar tersedia mulai dari jus buah sampai aneka teh.,Berbagai warna es segar seperti mulai dari jus buah hingga minuman teh.,0.943084716796875
"Dekwingi 10 Maret 2015, aku dijak anakku mangan awan ning kene. Aku pesen urang kremes lan jangan asem. Bener-bener enak. Lan sing spesial ning kene yaiku sambele, pedes nanging pancet gelem nambah. Jus blackberryne uga enak.","Kemarin 10 Maret 2015, saya diajak anak saya makan siang di sini. Saya pesan udang kremes dan sayur asam. Betul-betul enak. Dan yang spesial di sini adalah sambalnya, pedas tapi tetap mau menambah. Jus blackberrynya juga enak.","Pada tanggal 10 Maret 2015, aku diajak anakku membuat awan (nasi liwet) dan ini. Aku pesan dari Ungaran dan jangan asam. Benar-benar enak. Dan yang spesial di sini adalah sambalnya, pedas tapi manis ingin ditambah. Jus blackberrynya juga enak.",0.9370632171630859
Ndhuwe restoran kudu mewah rapi mosok iki lumuten jamuren pelayane kurang muasake mosok aku ditumpahi banyu sek ombeyane ana madune aku iki alergi madu,Punya restoran harus mewah rapi masa ini berlumut berjamur pelayan kurang memuaskan masa saya ditumpahkan air mana minumnya ada madu saya itu alergi madu,"Memiliki restoran harus mewah dan rapi, tapi hari ini pelayanannya kurang memuaskan, dan saya terkena semprotan air oleh pemiliknya yang berada di dalam, saya alergi madu.",0.881525993347168
"Aku nembe bae ganti kartu sing rusak, nanging tetep ora ana sinyal.","Saya baru saja ganti kartu yang rusak, tapi tetap tidak ada sinyal.","Aku baru saja mengganti kartu yang rusak, tapi masih tidak ada sinyal.",0.9868469834327698
Adohi narkoba yaiku salah siji cara sing isa digunakake kanggo ningkatake kualitas anak bangsa.,Jauhi narkoba adalah salah satu cara yang bisa digunakan untuk meningkatkan kualitas anak bangsa.,Hindari penggunaan narkoba adalah salah satu cara untuk meningkatkan kualitas generasi muda.,0.9559644460678101
