javanese,ground_truth,generated
"Wis ilang handphone xiaomi redmi note 5 werna gold 64 / 4 ning daerah duri kidul, jembatan lima, tambora, jakarta barat.","Telah hilang handphone xiaomi redmi note 5 warna gold 64 / 4 di daerah duri selatan, jembatan lima, tambora, jakarta barat.","Sudah hilang handphone xiaomi redmi note 5 black 64 / 4 di daerah duri kidul, jembatan lima, tambora, jakarta barat."
Aku ora kuciwa karo produke apple,Saya tidak kecewa dengan produk apple,Saya tidak kecewa dengan produk apple
"Youtube saben dina saya akeh iklane, njengelake!","Youtube semakin hari semakin banyak iklannya, menyebalkan!","""Youtube setiap hari saya banyak iklannya, menjengkelkan!"""
"Iku indomie karo mangkoke wis wira-wiri, kepisah sisan isi lan adahe.","Itu indomie sama mangkoknya sudah berkeliaran, terpisah pula isi sama wadahnya.","""Itu indomie sama kaya wira-wiri, terpisah masih isi dan masalahnya."""
Dhewe marang kafe iki kanggo mangan serabi. Serabine kanggo dhewe kandel banget ing bagian tengah. Akeh tenan piliah topping serabine nganti mumet milihe. Ternyata regane luwih larang saka warung setiabudi. Kuciwa.,Kami ke kafe ini untuk makan serabi. Serabinya bagi kami terlalu tebal di bagian tengah. Banyak sekali pilihan topping serabi sampai pusing memilihnya. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa.,"Kami ke kafe ini untuk makan roti. Roti kami sangat manis di bagian tengah. Banyak pilihan topping roti hingga kenyang. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa."""
"Bistik murah, cocok kanggo sing anggarane cilik nanging pingin mangan murah lan wareg, kajaba bistik uga panganan liyane enak lan murah. Susanane lumayan rame, umume akeh kaluwarga utawa bocah sekolahan.","Steak murah, cocok untuk yang budgetnya kecil tapi ingin makanan murah dan kenyang, selain steak juga makanan lainnya enak dan murah. Suasananya lumayan ramai, biasanya banyak keluarga atau anak sekolahan.","""Steak murah, cocok buat yang rumahannya kecil tapi pengen makan murah dan kenyang, selain steak juga makanan lain enak dan murah. Suasana cukup ramai, umumnya banyak keluarga atau anak SMA."""
"Pertemuan antarane pihak bank bri, bpbat sungai gelam - jambi, lan pokdakan sek ana ing desa pudak. Kanggo ngrembug bentuk panyaluran dana csr saka bank bri","Pertemuan antara pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan yang ada di desa pudak. Untuk mendiskusikan bentuk penyaluran dana csr dari bank bri","""Rapat antara pihak bank bri, bpbat sungai gelam - jambi, dan pengdaian yang diadakan di desa pudak. Untuk membahas bentuk penyebaran dana csr dari bank bri"""
"Panggonan iki menarik tenan, pemandangan apik, ana arena dolanan ing njaba kanggo sakulawarga. Tenan disaranake kanggo kaluwarga sing ndhuwe bocah cilik. Panganan halal lan menu rena-rena.","Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk sekeluarga. Sangat disarankan untuk keluarga dengan anak kecil. Makanan halal dan menu bervariasi.","""Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk keluarga. Sangat disarankan untuk keluarga dengan anak kecil. Makanan halal dan menu bervariasi."""
"Hotel arep check-in wae ruwet. Nunggu amarga ngresiki kamar suwe banget, gela lah. Iki pisanane aku mrana. Terus langsung diwenehi kesan pisanan sing ora apik.","Hotel mau  check-in aja ribet. Menunggu karena membersihkan kamar lama banget, kecewa dah. Ini pertama kalinya gue ke sana. Terus langsung dikasih first impression yang tidak bagus.","""Hotel mau check-in saja rumit. Menunggu karena malam hari lama sekali, kasihan lah. Ini saja keluhan saya. Terus langsung diberikan kesan pemesanan yang tidak baik."""
"Amarga kartu oktrip wektu iki yaiku saka bni, mulakna isi ulang isa dilakokake ing mitra-mitra sing kerja sama karo bni.","Karena kartu oktrip saat ini adalah dari bni, maka isi ulang bisa dilakukan di mitra-mitra yang bekerjasama dengan bni.","Karena kartu oktrip sekarang ini berasal dari bni, mulai isi ulang dapat dilakukan di mitra-mitra yang bekerja sama dengan bni."
Ngge kabeh seh apik. Karyawane yo grapyak grapyak. Lan pemandangane apik. Nanging panganane kelarangen. Larang banget malah. Dompet kudu kandel.,Secara keseluruhannya sih bagus. Karyawanya juga ramah ramah. Dan pemandangannya bagus. Tapi makanannya terlalu mahal. Mahal banget malah. Dompet harus tebal.,"""Semua sih oke. Karyawannya ya ramah ramah. Dan pemandangannya oke. Tapi makanannya terblokir. Terblokir banget malah. Dompet harus jauh."""
"Mangan karo kaluwarga bakal luwih nyenengake kanthi kabeh fasilitas sing ana. Lokasine sing apik, panganane sing cukup enak kanthi aneka werna pilian. Lan pemandangan lan suwasana dadi andalan","Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan beragam pilihan. Dan pemandangan serta suasana jadi andalan","Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan berbagai pilihan. Dan pemandangan serta suasana menjadi keunggulan"
"Sega goreng mafia sing manggon ning dalan setiabudi awakdewe pilih merga pingin golek panganan sing cepet. Ditambah yaiku salah siji kuliner sing wajib diparani ning bandung. Aku milih sega goreng sing favorit ning kene yaiku sega goreng bandit sing tingkat pedese ning level 3. Panganan sing disajikne cukup cepet, nanging sayange sega goreng sing tak pesen segane atos, bumbon rempahe ketutupan.","Nasi goreng mafia yang terletak di jalan setiabudi kami pilih karena ingin mencari makanan yang cepat. Ditambah merupakan salah satu kuliner yang wajib dikunjungi di bandung. Saya memilih nasi goreng yang favorit di sini yaitu nasi goreng bandit hingga tingkat kepedasan di level 3. Makanan yang disajikan cukup cepat, namun sayangnya nasi goreng yang saya pesan nasinya keras, bumbu rempahnya tertutupi.","""Seaggor mafia yang berada di jalan setiabudi kami memilih karena ingin mencari makanan yang cepat. Dibambah karena salah satu kuliner yang wajib dicoba di bandung. Saya memilih nasi goreng yang favorit di sini adalah nasi goreng bandit yang tingkat pedasnya di level 3. Makanan yang disajikan cukup cepat, namun sayangnya nasi goreng yang saya pesan tidak sesuai harapan, bumbunya ketutupan."""
Iki yaiku sop stengkel paling enak ning aceh tamiang.,Ini adalah sop stengkel terenak di aceh tamiang.,"""Ini yaikupok yang paling enak di aceh tamiang."""
Kanggo kakang admin tulung doooooonk bales pesen langsungku,Untuk kakak admin tolong doooooonk balas pesan langsung saya,"""Untuk ke belakang admin tolong dong balas pesan saya"""
"Pemandangan sing utama ing sky lounge grandia iki memang isa ngeculake keselmu. Malah isa dadi, para pelancong nggolek area iki ndhisik, dibandingake ngaso ing kamar.","Pemandangan yang utama di sky lounge grandia ini memang dapat melepas penat anda. Bahkan bisa jadi, para pelancong mencari area ini terlebih dahulu, dibandingkan beristirahat di kamar.","Pemandangan yang utama di sky lounge grandia ini memang bisa mengejutkan anda. Bahkan bisa jadi, para wisatawan mencari area ini diam-diam, dibandingkan duduk di kamar."""
"Dhewe teka panggonan iki amarga lokasine sing cedhak karo panggonan dhewe nginep. Dhewe mesen sega bakar lan pasta. Sega bakare enak, akeh pilian, lan ora pedes, isa kanggo bocah-bocah. Dene pasta mung ana sak macem, nanging rasane uga enak. Rega panganan uga ora larang lan kajangkau kanggo panganan ing ngisor 30 ewu. Ing panggonan iki uga gratis wifi.","Kami mengunjungi tempat ini karena lokasinya yang berdekatan dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Sedang pasta hanya ada satu macam, namun rasanya pun enak. Harga makanan pun tidak mahal dan terjangkau untuk makanan di bawah 30 ribu. Di tempat ini juga gratis wifi.","""Kami datang tempat ini karena lokasinya yang dekat dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Di pasta hanya ada yang satu macam, tapi rasanya juga enak. Harga makanan juga tidak mahal dan terjangkau untuk makan malam sekitar 30 ribu. Di tempat ini juga gratis wifi."""
"Kanggo ngenthukne pemandangan sing apik kanthi cahyo lampu warna-warni, apike teka ing wayah wengi. Amarga nduweni latar mburi pemandangan jembatan Pasupati sing dadi simbol kota.","Untuk mendapatkan pemandangan yang bagus dengan cahaya lampu warna-warni, sebaiknya berkunjung pada malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang merupakan simbol kota.","Untuk mencapai pemandangan yang indah dengan cahaya lampu berwarna-warni, terbaik datang di malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang menjadi simbol kota."
"Aku teka ning resto sapulidi iki merga ana rekomendasi saka internet sing tau tak waca lak pemandangan sing apik banget lan panggon mangan pas ning sawah sing nggarai aku sir teka nyang panggon iki. Nanging pas aku teka kabeh ganti dadi elek, mulai panggon parkir sing isa diarani enek, dalan akses amoh lan panggon akses sing cilik.","Saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pemandangan yang sangat bagus dan tempat makan tepat di sawah yang membuat saya tertarik untuk datang ke tempat ini. Namun ketika saya sampai semua hal berubah menjadi buruk, mulai dari tempat parkir yang bisa dikatakan tersedia, jalan akses rusak dan kecilnya tempat akses.","""Saya datang ke resto ini karena ada rekomendasi dari internet yang tahu saya baca jika pemandangan yang bagus dan tempat makan di saat sawah yang membuat saya datang ke tempat ini. Tetapi ketika saya tiba semuanya menjadi buruk, mulai tempat parkir yang bisa dikatakan banyak, jalan akses sulit dan tempat akses yang kecil."""
"Amarga ngelih, aku pesen indomie.","Karena lapar, saya pesan indomie.","""Karena bosan, aku pesan indomie."""
"Sate wedhus lan gule wedhuse maknyus, penyajian panganane uga cepet tenan. Panggonane cukup resik","Sate kambing dan gulai kambingnya maknyus, penyajian makanannya juga sangat cepat. Tempatnya cukup bersih","""Sate kambing dan hati kambingnya maknyus, penyajian makanan juga cepat sekali. Tempatnya cukup bersih"""
"Sup guramene enak, pelayanane cepet, grapyak. Restoran resik. Amarga porsi sega sithik tenan, kanggo sing doyan mangan mesthi nambah.","Sup guramenya enak, pelayanan cepat, ramah. Restoran bersih. Karena porsi nasi sangat sedikit, buat yang doyan makan pasti menambah.","""Sup ayamnya enak, pelayanan cepat, ramah. Restoran bersih. Karena porsi dagingnya cukup banyak, buat yang doyan makan pasti tambah."""
"Restorane ana pemandangan curuge, panggonan mangan kaya saung. Saunge ana akeh saka ngisor munggah nganthi ing ndhuwur, saya munggah saya katon pemandangan curuge.","Restorannya ada pemandangan air terjunnya, tempat makan berupa saung. Saungnya ada banyak dari bawah naik hingga ke atas, semakin ke atas semakin terlihat pemandangan air terjunnya.","""Restorannya ada pemandangan gunung, tempat makan seperti saung. Saungnya ada banyak dari pagi sampai malam, saya pergi saya katakan pemandangan gunung."""
"Pelayane grapyak. Nggarai terus pingin teka maneh. Kebeneran uga kerep nginep ning kene, hotele resik lan pemandangane saka kamar hotel apik.","Pelayannya ramah. Bikin selalu ingin datang kembali. Kebetulan juga sering menginap di sini, hotelnya bersih dan pemandangan dari kamar hotel bagus.","Pelayanan ramah. Siap terus mau datang lagi. Kebeneran juga sering menginap di sini, hotel bersih dan pemandangan dari kamar hotel bagus."""
"Mangan mbengi karo kabeh kaluwarga ing dina ulang taun bojo ndhuweni kesan tenan kanthi suasana sing narik ati ing hotel. Pelayanan sing grapyak tenan saka mas tian. Ora kudu ngenteni suwi, panganan lan ombean sing dipesen.","Makan malam bersama seluruh keluarga di hari ulang tahun suami menjadi sangat berkesan dengan suasana yang menawan di hotel. Pelayanan yang sangat ramah dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.","""Makan malam bersama seluruh keluarga di hari ulang tahun istri membawa kesan sungguh dengan suasana yang menarik di hotel. Pelayanan yang ramah benar dari pak tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan."""
"Obong terus pak, suwek-suwek wae persatuan lan kesatuan Indonesia nganggo retorika mu.","Bakar terus pak, cabik-cabik saja persatuan dan kesatuan Indonesia dengan retorika mu.","Bisa terus pak, mares-mares saja persatuan dan kesatuan Indonesia dengan retorika Anda."
"Manggon ana ing pinggiran bukit, panggonane amba, nyenengake lan nyaman. Nduwe pemandangan sek nyenengake mripat, kaya gunung, kebon, lan kutha bandung nalika didhelok saka ndhuwur. Pegawaine cekatan lan grapyak. Menu panganane akehe menu steak sanajan uga ana menu sega goreng, gurame, lan liya-liyane. Restoran sing direkomendasikake kanggo diparani nalika teka ing bandung.","Terletak di tepi bukit, tempatnya luas, menyenangkan dan nyaman. Memiliki pemandangan yang memanjakan mata, seperti gunung, perkebunan, dan kota bandung jika dilihat dari atas. Pegawainya cekatan dan ramah. Menu makanan di dominasi oleh menu steak walaupun ada juga menu nasi goreng, gurame, dll. Restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung.","""Terletak di pinggiran bukit, tempatnya luas, menyenangkan dan nyaman. Dengan pemandangan yang menyenangkan mata, seperti gunung, kebun, dan kota bandung ketika dilihat dari atas. Pegawannya ramah dan bersemangat. Menu makanan mostly menu steak tapi juga ada menu nasi goreng, ikan, dan lain-lain. Restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung."""
Bca lagi ngadakake acara ulang tahun lan ngundang kabeh karyawane kanggo melu acara kuwi.,Bca sedang mengadakan acara ulang tahun dan mengundang seluruh karyawannya untuk mengikuti acara tersebut.,"""Bca lagi mengadakan acara ulang tahun dan mengundang semua karyawan untuk hadir dalam acara itu."""
"Kawit mbukak cendana bistro aku wis njajal panganan, dinggo aku kurang cocok, panganane biasa-biasa ora ana sing spesial.","Sejak buka cendana bistro saya sudah coba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial.","Satu malam membuka cendana bistro saya sudah mencoba makanan, untuk saya kurang cocok, makanan standar."
Minimal biaya transaksi wulan 11 sing kudune dibalekake wulan 12 wingi ora mlebu ing rekeningku kie.,Minimal biaya transaksi bulan 11 yang harusnya direfund bulan 12 kemarin tidak masuk ke rekening saya nih.,"""Minimal biaya transaksi bulan 11 yang seharusnya dibalikkan bulan 12 sekarang tidak masuk ke rekening saya ini."""
"Sakwise kalap blanja, dhewe mutusake kanggo mangan ing warung tenda pinggir dalan. Ana ing lelungan marang hotel, dhewe lewat dalan cilik kanggo nyingkir saka macet, lan ketemu warteg iki. Pas teka rame banget! Dhewe kudu antri sediluk. Dhewe pesen sega uduk, pithik bakar madu, usus, kubis goreng. Rasane enak! Pithik bakar madune parah nggawe kemaningan banget!","Setelah kalap belanja, kami memutuskan untuk makan di warung tenda pinggir jalan. Dalam perjalanan pulang ke hotel, kita lewat jalan kecil untuk menghindari macet, dan bertemu warteg ini. Pas datang ramai banget! Kita mesti antre sebentar. Kami pesan nasi uduk, ayam bakar madu, usus, kol goreng. Rasanya enak! Ayam bakar madunya parah bikin ketagihan banget!","""Seiring kelapakan berbelanja, kami memutuskan untuk makan di warung tenda tepi jalan. Ada di lintasan menuju hotel, kami melewati jalan kecil untuk menghindari macet, dan ketemu warteg ini. Pas tiba ramai sekali! Kami harus antri sejenak. Kami memesan nasi uduk, ayam bakar madu, usus, dan jagung goreng. Rasanya enak! Ayam bakar madu-nya parah membuat ketagihan sekali!"""
Beritane sing ora berkualitas lan ora ndidik pol. Kebeg kepentingan lan golek rai.,Pemberitaanya yang tidak berkualitas dan sangat tidak mendidik. Penuh kepentingan dan pencitraan,"""Katinya yang tidak berkualitas dan tidak mendidik tapi. Kelebihan kepentingan dan mencari raya."""
Bakul alon nanggepi. Ana masalah suwe diurus. Nganti saiki barang urung diganti,Penjual lambat menanggapi. Ada kendala lama diurus. Sampai sekarang barang belum diganti,Bapak muda yang datang. Ada masalah sampai sekarang diurus. Sampai sekarang barang tidak diganti
Aja lewatke diskon langsung nganti Rp 10 yuta ning kene!,Jangan lewatkan diskon langsung hingga Rp 10 juta di sini!,"""Ajakan berkendara silih berganti diskon langsung sampai Rp 10 juta di sini!"""
Pt kami lan 12 bank wis tapak asma pembiayaan lrt jabodetabek,Pt kami dan 12 bank sudah menandatangani pembiayaan lrt jabodebek,"""Pt kami dan 12 bank sudah tanda tangan asmara pembiayaan lrt jabodetabek"""
"Nembe ngerti babagan panggonan iki saka kanca, wektu dhewe teka pengunjunge ora patia akeh, dadi dhewe milih kanggo lungguh ing lantai loro karo nikmati pemandangan ing njaba. Mbengi kuwi lagi ana pagelaran musik, aku kurang ngerti apa pagelaran musik iki ana saben dina apa ora.","Baru tahu tentang tempat ini dari teman, waktu kami datang pengunjungnya tidak terlalu banyak, jadi kami memilih untuk duduk di lantai dua sambil menikmati pemandangan di luar. Malam itu sedang ada pertunjukan musik, saya kurang tahu apakah pertunjukan musik ini ada tiap hari atau tidak.","""Tadi tahu daerah tempat ini dari teman, waktu kami datang pengunjung tidak banyak, jadi kami memilih duduk di lantai dua untuk menikmati pemandangan di luar. Malam itu ada pertunjukan musik, saya kurang mengerti apa pertunjukan musik ini ada setiap hari apa tidak."""
Aku pingin tuku 20 tiket dinggo laga persebaya vs arema sesok.,Saya ingin beli 20 tiket untuk laga persebaya vs arema besok.,"""Saya mau beli 20 tiket untuk pertandingan persebaya vs arema besok."""
"Panganan uwis oke, nanging kanggo nata panggonan lungguh kurang, katon rame banget dadi ora nyaman, rega lumayan kanthi kualitas sing kurang.","Makanan sudah oke, namun untuk penataan tempat duduk kurang, terlihat terlalu ramai sehingga tidak nyaman, harga lumayan dengan kualitas yang kurang.","""Makanan sudah oke, tapi untuk tempat duduk saja kurang, tempat ramai sekali sehingga tidak nyaman, harga lumayan dengan kualitas yang kurang."""
"Aku seneng suwi-suwi ning kene, merga kahanane enak, pencahayaane apik, ana plihan isa ning jaba nggen utawa ning jero. Panganane lumayan.","Saya senang berlama-lama di sini, karena suasananya enak, pencahayaannya bagus, ada pilihan bisa di luar ruangan atau di dalam. Makanannya lumayan.","""Saya suka datang ke sini, karena suasananya enak, pencahayaannya bagus, ada pilihan bisa di dalam atau di luar. Makanannya lumayan."""
Kabeh sing diomongne pak rocky iku ora ana dasare. Nggumun yo kok isa dadi profesor.,Semua yang diomongin sama pak rocky itu tidak berdasar. Heran ya kok bisa jadi professor.,"Semua yang dikatakan pak rocky tidak ada dasarnya. Heran ya kok bisa jadi profesor."""
"Restoran iki nduweni lokasi sing prima ing bukit-bukit sing nduweni hawa sejuk lan pemandangan ijo nyegerake. Mesthi wae tujuan utamane yaiku masakan khas nusantara sing nikmat. Cekake, ngunjungi mrene dhewe entuk ngelakokake sisan wisata ilat, mripat, lan jiwa.","Restoran ini memiliki lokasi yang prima di perbukitan yang memiliki udara sejuk dan pemandangan hijau menyegarkan. Tentu saja tujuan utamanya adalah masakan khas nusantara yang nikmat. Singkatnya, berkunjung ke sini kita dapat melakukan sekaligus wisata lidah, mata, dan jiwa.","""Restoran ini memiliki lokasi yang prima di bukit-bukit yang memunculkan udara sejuk dan pemandangan hijau menyegarkan. Tentu saja tujuan utama adalah masakan khas nusantara yang nikmat. Cobalah, kunjungi ke sini untuk melepas kelelahan, beristirahat, dan jiwa."""
"Bojoku sek ora terlalu seneng karo ramen, kanggo siki deknen ngomong nek enak lan gurih. Deknen malah mesen maneh kanggo deknen sakwise nyicipi pesenanku.","Istri saya yang tidak terlalu suka ramen, untuk kali ini dia bilang enak dan gurih. Dia malah memesan lagi untuk dirinya setelah mencicipi pesanan saya.","Istri saya tidak terlalu suka dengan ramen, untuk kali ini saya makannya bilang kalau enak dan gurih. Saya malah memesan lagi untuk istri saya sambil nyicipi pesanan saya."""
Panggone nyaman. Rasane enak. Regane uga saat. Weduse ora prengus. Pokoke cocok kanggo wong sing seneng njajan wedus.,Tempatnya nyaman. Rasanya enak. Harganya juga saat. Kambingnya tidak bau. Pokoknya recomend buat pecinta kuliner kambing.,Tempatnya nyaman. Rasanya enak. Harganya juga wajar. Kebersihannya tidak prngus. Pokoknya cocok buat orang yang suka makanan babi.
"Salah siji restoran panganan laut paling apik ing kota iki. Apike teka pas preinan dina setu, yuyu isih apik lagi teka. Rega kompetitif, ora murah pancen nanging ora kelarangen kok.","Salah satu restoran seafood terbaik di kota ini. Sebaiknya datang pas liburan hari sabtu, kepiting masih bagus baru datang. Harga bersaing, tidak murah memang tapi tidak kemahalan kok.","Salah satu restoran makanan laut terbaik di kota ini. Baik datang pada malam minggu, kepiting masih terbaik lagi. Harga kompetitif, memang tidak murah tapi ok kok."
"Kanggo nggolek batagor sing asli, kowe ora perlu adoh-adoh nggoleke marang pelosok, cukup arahke kendaraan marang dalan saka djunjunan, dhewe isa nikmati batagor asli sing enak kanthi panggonan sing kapenak. Rasa batagor sing ditawakake ngugah salira tenan amarga batagor disajikake garing-garinge lan diguyang kuwah kacang sing seger","Untuk menemukan batagor yang otentik, anda tak perlu jauh-jauh mencarinya ke pelosok, cukup arahkan kendaraan ke jalan dari djunjunan, kita dapat menikmati batagor asli yang enak dengan tempat yang nyaman. Rasa batagor yang ditawarkan sangat menggugah selera karena batagor disajikan garing-garingnya serta disiram kuah kacang yang segar","""Untuk mencari batagor yang asli, anda tidak perlu jauh-jauh mencari ke pelosok, cukup arahkan kendaraan ke jalan dari stasiun, kita bisa menikmati batagor asli yang enak dengan tempat yang nyaman. Rasa batagor yang ditawakakan sangat menggugah selera benar karena batagor disajikan menggaring-garing dan direbus dalam kuah kacang yang segar"""
"Citarasane biasa wae, ora ana sek spesial. Kudune ngenteni cukup suwi nganti teka panganane, pelayane uga kurang grapyak.","Citarasa biasa saja, tidak ada yang spesial. Harus menunggu cukup lama datangnya makanan, pelayan juga kurang ramah.","""Cita rasanya biasa saja, tidak ada yang spesial. Seharusnya menunggu cukup lama sebelum sampai makanan, pelayanannya juga kurang ramah."""
Roti ulang tahune spesial nganggo ndhog sakpiring ditambah mozzarella kanggo kowe,Kue ulang tahun spesial pakai telur sepiring plus mozzarella buat kamu,"""Roti ulang tahun spesial dengan kue sepatu yang sedap di mulut plus mozzarella untukmu"""
Arep nesu marang indosat! Kok sinyale ilang terus si,Mau marah ke indosat! Kok sinyalnya hilang melulu si,"""Mau marah ke indosat! Kok sinyalnya hilang terus si"""
"Omah mangan sing ngusung konsep tradisional alias jadul iki pantes kowe coba. Kejaba rasane sing pas, warung iki duweni sawetara perkara unik kaya piring sing dienggo yaiku piring seng jaman mbiyen karo gelas ombeane. Jenis menune aneka werna banget. Lan sakkabehe enak enak!","Rumah makan yang mengusung konsep tradisional alias jadul ini patut anda coba. Selain rasanya yang pas, warung ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng zaman dahulu berikut gelas minumnya. Jenis menunya sangat beragam. Dan semuanya enak enak!","""Rumah makan yang membawa konsep tradisional alias jadul ini pantas kamu coba. Selain rasanya yang pas, tempat ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng dari zaman dulu bersama gelas minumannya. Jenis menunya beragam sekali. Dan sakkabihnya enak enak!"""
Kfc Palembang Square kerep dadi peyelamat pas luwe pas aku nginep ning sekitar hotel ning lokasi iku. Kabeh wong seneng kfc. Dadi. Kfc ning lokasi iki nyepetne sampeyan dinggo pesen pas sampeyan keluwen ning jero hotel.,Kfc Palembang Square seringkali menjadi penyelamat di saat lapar saat saya menginap di sekitaran hotel di lokasi itu. Semua orang suka kfc. So. Kfc di lokasi ini menyegerakan anda untuk memesan saat anda kelaparan di dalam hotel.,"""Kfc Palembang Square jarang jadi penyelamat saat lapar saat saya menginap di sekitar hotel di lokasi itu. Semua orang suka kfc. Jadi. Kfc di lokasi itu menyempitkan Anda untuk pesan saat Anda lapar di luar hotel."""
Aneka werna ombean seger kasadia awit saka jus buah nganti rena-rena teh.,Berbagai macam minuman segar tersedia mulai dari jus buah sampai aneka teh.,""" berbagai jenis minuman segar serta kue rumahan """
"Dekwingi 10 Maret 2015, aku dijak anakku mangan awan ning kene. Aku pesen urang kremes lan jangan asem. Bener-bener enak. Lan sing spesial ning kene yaiku sambele, pedes nanging pancet gelem nambah. Jus blackberryne uga enak.","Kemarin 10 Maret 2015, saya diajak anak saya makan siang di sini. Saya pesan udang kremes dan sayur asam. Betul-betul enak. Dan yang spesial di sini adalah sambalnya, pedas tapi tetap mau menambah. Jus blackberrynya juga enak.","""Kunjungan 10 Maret 2015, saya dijak anak saya makan siang di sini. Saya pesan udang kremes dan jangan asam. Bener-bener enak. Dan yang spesial di sini adalah sambalnya, pedas tapi manis mau tambah."""
Ndhuwe restoran kudu mewah rapi mosok iki lumuten jamuren pelayane kurang muasake mosok aku ditumpahi banyu sek ombeyane ana madune aku iki alergi madu,Punya restoran harus mewah rapi masa ini berlumut berjamur pelayan kurang memuaskan masa saya ditumpahkan air mana minumnya ada madu saya itu alergi madu,"""Milikinya restoran harus mewah rapi apalagi ini berhunian jamuran pelayannya kurang memuaskan jadi saya ditumpahkan airnya saja ada renungannya saya ini alergi air"""
"Aku nembe bae ganti kartu sing rusak, nanging tetep ora ana sinyal.","Saya baru saja ganti kartu yang rusak, tapi tetap tidak ada sinyal.","""Saya masuk saja ganti kartu yang rusak, tapi tetap tidak ada sinyal."""
Adohi narkoba yaiku salah siji cara sing isa digunakake kanggo ningkatake kualitas anak bangsa.,Jauhi narkoba adalah salah satu cara yang bisa digunakan untuk meningkatkan kualitas anak bangsa.,Narkoba adalah salah satu cara yang bisa dimanfaatkan untuk meningkatkan kualitas anak bangsa.
"Kafe iki ndhuweni arsitektur bangunan kang apik banget. Amarga penasaran, aku njupuk wektu muteri karo ngenteni panganan teka. Ana galeri sing kebak karo koleksi-koleksi kayu lan ing njaba galeri, katon pemandangan bandung saka ndhuwur. Ing sakitare uga akeh kursi kang digawe saka kayu lan uga watu-watu. Saka panganane, regane kalebu lumayan standar cocok karo kafe-kafe. Aku seneng suasanane.","Kafe ini memiliki arsitektur bangunan yang sangat bagus. Karena penasaran, saya meluangkan waktu berkeliling sembari menunggu makanan datang. Ada galeri yang penuh dengan koleksi-koleksi kayu dan di luar galeri, tampak pemandangan bandung dari ketinggian. Di sekitar banyak juga kursi terbuat dari kayu dan juga bebatuan. Dari sisi makanan, harganya termasuk relatif standar sesuai dengan cafe-cafe. Saya suka suasananya.","""Kafe ini memiliki arsitektur bangunan yang luar biasa indah.Karena penasaran, saya luangkan waktu berkunjung dengan menunggu makanan datang. Ada galeri yang penuh dengan koleksi-koleksi kayu dan di luar galeri, menampilkan pemandangan bandung dari atas. Di dalamnya juga banyak kursi yang dibuat dari kayu dan batu. Dari makanan, harganya lumayan standar sesuai dengan kafe-kafe. Saya suka suasananya."""
"Nganggoa kunci duplikat, bank bri ing tengah kutha dibobol maling, dhuwit rp 1 miliar muspra.","Gunakan kunci duplikat, bank bri di pusat kota dibobol maling, uang rp 1 miliar lenyap.","""Gunakan kunci duplikat, bank bri di tengah kota dibobol maling, uang rp 1 miliar muspra."""
"Mbengi sekitar jam pituan dijak pelanggan marang panggonan mangan iki, umume sih panganane luwih akeh sek di goreng-goreng ngono kaya pithik, babat, usus, ati ampela, nanging miturutku sih rasane biasa wae, lan minyake ing panganan akeh banget. Nanging variane cukup akeh:","Malam sekitar jam tujuan diajak klien ke tempat makan ini, over all sih makanannya lebih banyak yang di goreng-goreng begitu kayak ayam, babat, usus, ati ampela, tapi menurut saya sih rasanya biasa saja, dan minyaknya di makanan terlalu banyak. Tapi variannya cukup banyak:","""Malam sekitar jam sepuluh dijak pelanggan ke tempat makan ini, umumnya sih makanannya lebih banyak fried-fried itu seperti ayam, bakpao, usus, hati ampela, tapi menurut saya sih rasanya biasa saja, dan minyaknya di dalam makanan banyak banget. Tapi variasi cukup banyak:"""
"Hai angga, dingge penerbitan tiket owahan jadwal kudu nglakokne pembayaran disik ya.","Hai angga, untuk penerbitan tiket perubahan jadwal diharuskan melakukan pembayaran dulu ya.","""Hai rini, untuk penerbitan tiket perjalanan jadwal perlu dipilih pembayaran di sini ya."""
