javanese,ground_truth,generated
Aku ora kuciwa karo produke apple,Saya tidak kecewa dengan produk apple,"""Saya tidak kecewa dengan produksinya apple"""
"Youtube saben dina saya akeh iklane, njengelake!","Youtube semakin hari semakin banyak iklannya, menyebalkan!","""Youtube setiap hari saya banyak iklannya, menjengkelkan!"""
"Iku indomie karo mangkoke wis wira-wiri, kepisah sisan isi lan adahe.","Itu indomie sama mangkoknya sudah berkeliaran, terpisah pula isi sama wadahnya.","""Itu indomie sama telur sudah beberapa kali, terpisah lagi isinya dan kuahnya."""
Dhewe marang kafe iki kanggo mangan serabi. Serabine kanggo dhewe kandel banget ing bagian tengah. Akeh tenan piliah topping serabine nganti mumet milihe. Ternyata regane luwih larang saka warung setiabudi. Kuciwa.,Kami ke kafe ini untuk makan serabi. Serabinya bagi kami terlalu tebal di bagian tengah. Banyak sekali pilihan topping serabi sampai pusing memilihnya. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa.,"""Kami ke kafe ini untuk makan serabi. Serabinya untuk kami kurang banget di bagian tengah. Banyak sekali pilihan topping serabinya sampai membuat muntah milihnya. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa."""
"Bistik murah, cocok kanggo sing anggarane cilik nanging pingin mangan murah lan wareg, kajaba bistik uga panganan liyane enak lan murah. Susanane lumayan rame, umume akeh kaluwarga utawa bocah sekolahan.","Steak murah, cocok untuk yang budgetnya kecil tapi ingin makanan murah dan kenyang, selain steak juga makanan lainnya enak dan murah. Suasananya lumayan ramai, biasanya banyak keluarga atau anak sekolahan.","""Steak murah, cocok buat yang kantornya kecil tapi ingin makan murah dan berkualitas, selain steak jugalah makanan lainnya enak dan murah. Suasana lumayan ramai, umumnya banyak keluarga atau anak sekolah."""
"Pertemuan antarane pihak bank bri, bpbat sungai gelam - jambi, lan pokdakan sek ana ing desa pudak. Kanggo ngrembug bentuk panyaluran dana csr saka bank bri","Pertemuan antara pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan yang ada di desa pudak. Untuk mendiskusikan bentuk penyaluran dana csr dari bank bri","""Pertemuan antara pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan sek di desa pudak. Untuk riset bentuk penyebaran dana csr dari bank bri"""
"Panggonan iki menarik tenan, pemandangan apik, ana arena dolanan ing njaba kanggo sakulawarga. Tenan disaranake kanggo kaluwarga sing ndhuwe bocah cilik. Panganan halal lan menu rena-rena.","Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk sekeluarga. Sangat disarankan untuk keluarga dengan anak kecil. Makanan halal dan menu bervariasi.","""Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk keluarga. Sangat disarankan untuk keluarga yang punya anak kecil. Makanan halal dan menu-menu lainnya."""
"Hotel arep check-in wae ruwet. Nunggu amarga ngresiki kamar suwe banget, gela lah. Iki pisanane aku mrana. Terus langsung diwenehi kesan pisanan sing ora apik.","Hotel mau  check-in aja ribet. Menunggu karena membersihkan kamar lama banget, kecewa dah. Ini pertama kalinya gue ke sana. Terus langsung dikasih first impression yang tidak bagus.","""Hotel mau check-in saja sudah susah. Menunggu sampai dapat kamar lama sekali, lelah lah. Ini sekali saya datang. Terus langsung diberikan kesan pemesanan yang tidak bagus."""
"Amarga kartu oktrip wektu iki yaiku saka bni, mulakna isi ulang isa dilakokake ing mitra-mitra sing kerja sama karo bni.","Karena kartu oktrip saat ini adalah dari bni, maka isi ulang bisa dilakukan di mitra-mitra yang bekerjasama dengan bni.","""Selain kartu oktrip pada waktu ini adalah dari bni, utama isi ulang dapat dilakukan di mitra-mitra yang bekerja sama dengan bni."""
Ngge kabeh seh apik. Karyawane yo grapyak grapyak. Lan pemandangane apik. Nanging panganane kelarangen. Larang banget malah. Dompet kudu kandel.,Secara keseluruhannya sih bagus. Karyawanya juga ramah ramah. Dan pemandangannya bagus. Tapi makanannya terlalu mahal. Mahal banget malah. Dompet harus tebal.,"""Singkatnya sih bagus. Karyawannya ramah ramah. Dan pemandangannya bagus. Tapi makanannya terbatas. Terlalu mahal malah. Dompet harus siap dompet."""
"Mangan karo kaluwarga bakal luwih nyenengake kanthi kabeh fasilitas sing ana. Lokasine sing apik, panganane sing cukup enak kanthi aneka werna pilian. Lan pemandangan lan suwasana dadi andalan","Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan beragam pilihan. Dan pemandangan serta suasana jadi andalan","""Makan sama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan aneka pilihan. Dan pemandangan serta suasana jadi daya tarik"""
"Sega goreng mafia sing manggon ning dalan setiabudi awakdewe pilih merga pingin golek panganan sing cepet. Ditambah yaiku salah siji kuliner sing wajib diparani ning bandung. Aku milih sega goreng sing favorit ning kene yaiku sega goreng bandit sing tingkat pedese ning level 3. Panganan sing disajikne cukup cepet, nanging sayange sega goreng sing tak pesen segane atos, bumbon rempahe ketutupan.","Nasi goreng mafia yang terletak di jalan setiabudi kami pilih karena ingin mencari makanan yang cepat. Ditambah merupakan salah satu kuliner yang wajib dikunjungi di bandung. Saya memilih nasi goreng yang favorit di sini yaitu nasi goreng bandit hingga tingkat kepedasan di level 3. Makanan yang disajikan cukup cepat, namun sayangnya nasi goreng yang saya pesan nasinya keras, bumbu rempahnya tertutupi.","""Sega goreng mafia yang terletak di jalan setiabudi kami pilih karena ingin mencari makanan yang cepat. Ditambah dengan salah satu kuliner yang wajib dikunjungi di bandung. Saya memilih sega goreng yang favorit di sini yaitu sega goreng bandit yang tingkat pedasnya di level 3. Makanan yang disajikan cukup cepat, namun sayangnya sega goreng yang saya pesan rasa kaldu nya tertutup."""
Iki yaiku sop stengkel paling enak ning aceh tamiang.,Ini adalah sop stengkel terenak di aceh tamiang.,"Ini adalah sop stengkel paling enak di aceh tamiang."""
Kanggo kakang admin tulung doooooonk bales pesen langsungku,Untuk kakak admin tolong doooooonk balas pesan langsung saya,"""Untuk ketahuan admin tolong dong bales pesan langsung saya"""
"Pemandangan sing utama ing sky lounge grandia iki memang isa ngeculake keselmu. Malah isa dadi, para pelancong nggolek area iki ndhisik, dibandingake ngaso ing kamar.","Pemandangan yang utama di sky lounge grandia ini memang dapat melepas penat anda. Bahkan bisa jadi, para pelancong mencari area ini terlebih dahulu, dibandingkan beristirahat di kamar.","""Pemandangan yang utama di sky lounge grandia ini memang bisa menghilangkan kelelahan anda. Malah bisa jadi, para pelancong mencari area ini dulu, dibanding nginap di kamar."""
"Dhewe teka panggonan iki amarga lokasine sing cedhak karo panggonan dhewe nginep. Dhewe mesen sega bakar lan pasta. Sega bakare enak, akeh pilian, lan ora pedes, isa kanggo bocah-bocah. Dene pasta mung ana sak macem, nanging rasane uga enak. Rega panganan uga ora larang lan kajangkau kanggo panganan ing ngisor 30 ewu. Ing panggonan iki uga gratis wifi.","Kami mengunjungi tempat ini karena lokasinya yang berdekatan dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Sedang pasta hanya ada satu macam, namun rasanya pun enak. Harga makanan pun tidak mahal dan terjangkau untuk makanan di bawah 30 ribu. Di tempat ini juga gratis wifi.","""Kami datang ke tempat ini karena lokasinya yang dekat dengan tempat kami beristirahat. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedes, cocok untuk anak-anak. Pasta-nya hanya ada beberapa jenis, tetapi rasanya juga enak. Harga makanan juga terjangkau dan terlapori untuk makanan pada malam 30 ribu. Di tempat ini juga gratis wifi."""
"Kanggo ngenthukne pemandangan sing apik kanthi cahyo lampu warna-warni, apike teka ing wayah wengi. Amarga nduweni latar mburi pemandangan jembatan Pasupati sing dadi simbol kota.","Untuk mendapatkan pemandangan yang bagus dengan cahaya lampu warna-warni, sebaiknya berkunjung pada malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang merupakan simbol kota.","Untuk menyajikan pemandangan yang indah dengan cahaya lampu warna-warni, baik datang di malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang menjadi simbol kota."
"Aku teka ning resto sapulidi iki merga ana rekomendasi saka internet sing tau tak waca lak pemandangan sing apik banget lan panggon mangan pas ning sawah sing nggarai aku sir teka nyang panggon iki. Nanging pas aku teka kabeh ganti dadi elek, mulai panggon parkir sing isa diarani enek, dalan akses amoh lan panggon akses sing cilik.","Saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pemandangan yang sangat bagus dan tempat makan tepat di sawah yang membuat saya tertarik untuk datang ke tempat ini. Namun ketika saya sampai semua hal berubah menjadi buruk, mulai dari tempat parkir yang bisa dikatakan tersedia, jalan akses rusak dan kecilnya tempat akses.","""Saya datang ke resto sapulidi ini karena ada rekomendasi dari internet yang saya baca kalau pemandangan yang sangat bagus dan tempat makan di sawah yang membuat saya kagum ke sini. Namun pas saya datang semuanya berubah jadi buruk, mulai tempat parkir yang sangat jauh, jalan akses dan tempat akses yang kecil."""
"Amarga ngelih, aku pesen indomie.","Karena lapar, saya pesan indomie.","""Karena lapar, aku pesan indomie."""
"Sate wedhus lan gule wedhuse maknyus, penyajian panganane uga cepet tenan. Panggonane cukup resik","Sate kambing dan gulai kambingnya maknyus, penyajian makanannya juga sangat cepat. Tempatnya cukup bersih","""Sate ayam dan gurame enak, penyajian makanan juga cepat sekali. Tempatnya cukup bersih"""
"Sup guramene enak, pelayanane cepet, grapyak. Restoran resik. Amarga porsi sega sithik tenan, kanggo sing doyan mangan mesthi nambah.","Sup guramenya enak, pelayanan cepat, ramah. Restoran bersih. Karena porsi nasi sangat sedikit, buat yang doyan makan pasti menambah.","""Sup guraminyah enak, pelayanan cepat, ramah. Restorannya bersih. Karena porsi nasi putihnya sungguh banyak, buat yang doyan makan pasti tambah."""
"Restorane ana pemandangan curuge, panggonan mangan kaya saung. Saunge ana akeh saka ngisor munggah nganthi ing ndhuwur, saya munggah saya katon pemandangan curuge.","Restorannya ada pemandangan air terjunnya, tempat makan berupa saung. Saungnya ada banyak dari bawah naik hingga ke atas, semakin ke atas semakin terlihat pemandangan air terjunnya.","""Restorannya memiliki pemandangan gunung, tempat makan seperti saung. Saungnya banyak dari keluar malam hanya bertanya di atas, saya naik saya katakan pemandangan gunung."""
"Pelayane grapyak. Nggarai terus pingin teka maneh. Kebeneran uga kerep nginep ning kene, hotele resik lan pemandangane saka kamar hotel apik.","Pelayannya ramah. Bikin selalu ingin datang kembali. Kebetulan juga sering menginap di sini, hotelnya bersih dan pemandangan dari kamar hotel bagus.","""Pelayannya ramah. Udah beberapa kali menginap di sini, hotele bersih dan pemandangan dari kamar hotel bagus."""
"Mangan mbengi karo kabeh kaluwarga ing dina ulang taun bojo ndhuweni kesan tenan kanthi suasana sing narik ati ing hotel. Pelayanan sing grapyak tenan saka mas tian. Ora kudu ngenteni suwi, panganan lan ombean sing dipesen.","Makan malam bersama seluruh keluarga di hari ulang tahun suami menjadi sangat berkesan dengan suasana yang menawan di hotel. Pelayanan yang sangat ramah dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.","""Makan malam bersama semua keluarga di hari ulang tahun suami selalu punya kesan tersendiri dengan suasana yang menarik di hotel. Pelayanan yang ramah sangat dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan."""
"Obong terus pak, suwek-suwek wae persatuan lan kesatuan Indonesia nganggo retorika mu.","Bakar terus pak, cabik-cabik saja persatuan dan kesatuan Indonesia dengan retorika mu.","""Bukan terus pak, amarah saja persatuan dan kesatuan Indonesia dengan retorika anda."""
"Manggon ana ing pinggiran bukit, panggonane amba, nyenengake lan nyaman. Nduwe pemandangan sek nyenengake mripat, kaya gunung, kebon, lan kutha bandung nalika didhelok saka ndhuwur. Pegawaine cekatan lan grapyak. Menu panganane akehe menu steak sanajan uga ana menu sega goreng, gurame, lan liya-liyane. Restoran sing direkomendasikake kanggo diparani nalika teka ing bandung.","Terletak di tepi bukit, tempatnya luas, menyenangkan dan nyaman. Memiliki pemandangan yang memanjakan mata, seperti gunung, perkebunan, dan kota bandung jika dilihat dari atas. Pegawainya cekatan dan ramah. Menu makanan di dominasi oleh menu steak walaupun ada juga menu nasi goreng, gurame, dll. Restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung.","""Restoran ini terletak di pinggiran bukit, suasana luas, menenangkan dan nyaman. Menawarkan pemandangan yang menenangkan, seperti gunung, kebun, dan kota bandung ketika dilihat dari atas. Pelayanan cepat dan ramah. Menu makanan beragam mulai dari steak hingga juga ada menu nasi goreng, gurame, dan lainnya. Restoran yang sangat direkomendasikan untuk dikunjungi ketika berada di bandung."""
Bca lagi ngadakake acara ulang tahun lan ngundang kabeh karyawane kanggo melu acara kuwi.,Bca sedang mengadakan acara ulang tahun dan mengundang seluruh karyawannya untuk mengikuti acara tersebut.,"""Bca kembali mengadakan acara ulang tahun dan mengundang seluruh karyawannya untuk ikut serta dalam acara itu."""
"Kawit mbukak cendana bistro aku wis njajal panganan, dinggo aku kurang cocok, panganane biasa-biasa ora ana sing spesial.","Sejak buka cendana bistro saya sudah coba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial.","""kawit membuka cendana bistro saya sudah mencoba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial."""
Minimal biaya transaksi wulan 11 sing kudune dibalekake wulan 12 wingi ora mlebu ing rekeningku kie.,Minimal biaya transaksi bulan 11 yang harusnya direfund bulan 12 kemarin tidak masuk ke rekening saya nih.,Biaya transaksi 11 yang seharusnya ditagih 12 kemarin belum masuk ke rekening saya ini.
"Sakwise kalap blanja, dhewe mutusake kanggo mangan ing warung tenda pinggir dalan. Ana ing lelungan marang hotel, dhewe lewat dalan cilik kanggo nyingkir saka macet, lan ketemu warteg iki. Pas teka rame banget! Dhewe kudu antri sediluk. Dhewe pesen sega uduk, pithik bakar madu, usus, kubis goreng. Rasane enak! Pithik bakar madune parah nggawe kemaningan banget!","Setelah kalap belanja, kami memutuskan untuk makan di warung tenda pinggir jalan. Dalam perjalanan pulang ke hotel, kita lewat jalan kecil untuk menghindari macet, dan bertemu warteg ini. Pas datang ramai banget! Kita mesti antre sebentar. Kami pesan nasi uduk, ayam bakar madu, usus, kol goreng. Rasanya enak! Ayam bakar madunya parah bikin ketagihan banget!","""Walaupun berhari-hari belanja, kami putuskan untuk makan di warung tenda pinggir jalan. Di dekat hotel, kami lewat jalan sempit buat menghindari kemacetan, dan bertemu warteg ini. Saat itu sangat ramai! Kami harus antre berjam-jam. Kami pesan nasi uduk, ayam bakar madu, usus, kubis goreng. Rasanya enak! Ayam bakar madu sangat menggoda kenikmatannya sekali!"""
Beritane sing ora berkualitas lan ora ndidik pol. Kebeg kepentingan lan golek rai.,Pemberitaanya yang tidak berkualitas dan sangat tidak mendidik. Penuh kepentingan dan pencitraan,"""Beritanya yang tidak berkualitas dan tidak mendidik sama sekali. Kebebas kepentingan dan cari mandi."""
Bakul alon nanggepi. Ana masalah suwe diurus. Nganti saiki barang urung diganti,Penjual lambat menanggapi. Ada kendala lama diurus. Sampai sekarang barang belum diganti,"""Pemilik sudah menunggu. Ada masalah sudah lama diurus. Sampai sekarang barang belum diganti"""
Aja lewatke diskon langsung nganti Rp 10 yuta ning kene!,Jangan lewatkan diskon langsung hingga Rp 10 juta di sini!,"""Jangan lewatkan diskon langsung sampai Rp 10 juta di sini!"""
Pt kami lan 12 bank wis tapak asma pembiayaan lrt jabodetabek,Pt kami dan 12 bank sudah menandatangani pembiayaan lrt jabodebek,"""Pt kami dan 12 bank sudah tanda tangan perjanjian pembiayaan lrt jabodetabek"""
"Nembe ngerti babagan panggonan iki saka kanca, wektu dhewe teka pengunjunge ora patia akeh, dadi dhewe milih kanggo lungguh ing lantai loro karo nikmati pemandangan ing njaba. Mbengi kuwi lagi ana pagelaran musik, aku kurang ngerti apa pagelaran musik iki ana saben dina apa ora.","Baru tahu tentang tempat ini dari teman, waktu kami datang pengunjungnya tidak terlalu banyak, jadi kami memilih untuk duduk di lantai dua sambil menikmati pemandangan di luar. Malam itu sedang ada pertunjukan musik, saya kurang tahu apakah pertunjukan musik ini ada tiap hari atau tidak.","""Terkira mengerti mengenai tempat ini dari temen, waktu kami datang pengunjung tidak terlalu banyak, jadi kami memilih duduk di lantai kedua sambil menikmati pemandangan di luar. Malam itu sedang ada pagelaran musik, saya kurang memahami apa pagelaran musik ini setiap hari apa tidak."""
Aku pingin tuku 20 tiket dinggo laga persebaya vs arema sesok.,Saya ingin beli 20 tiket untuk laga persebaya vs arema besok.,"""Saya ingin beli 20 tiket buat pertandingan persebaya vs arema besok."""
"Panganan uwis oke, nanging kanggo nata panggonan lungguh kurang, katon rame banget dadi ora nyaman, rega lumayan kanthi kualitas sing kurang.","Makanan sudah oke, namun untuk penataan tempat duduk kurang, terlihat terlalu ramai sehingga tidak nyaman, harga lumayan dengan kualitas yang kurang.","""Makanan sudah ok, tapi untuk menata tempat duduk agak kurang, terasa ramai sekali jadi tidak nyaman, harga lumayan dengan kualitas yang kurang."""
"Aku seneng suwi-suwi ning kene, merga kahanane enak, pencahayaane apik, ana plihan isa ning jaba nggen utawa ning jero. Panganane lumayan.","Saya senang berlama-lama di sini, karena suasananya enak, pencahayaannya bagus, ada pilihan bisa di luar ruangan atau di dalam. Makanannya lumayan.","""Saya senang lama-lama di sini, karena suaranya enak, pencahayaannya bagus, ada pilihan bisa di dalam atau di luar. Makanannya lumayan."""
Kabeh sing diomongne pak rocky iku ora ana dasare. Nggumun yo kok isa dadi profesor.,Semua yang diomongin sama pak rocky itu tidak berdasar. Heran ya kok bisa jadi professor.,"Semua yang diomongkan pak rocky itu tidak ada dasarnya. Mengapa ya kok bisa jadi profesor."""
"Restoran iki nduweni lokasi sing prima ing bukit-bukit sing nduweni hawa sejuk lan pemandangan ijo nyegerake. Mesthi wae tujuan utamane yaiku masakan khas nusantara sing nikmat. Cekake, ngunjungi mrene dhewe entuk ngelakokake sisan wisata ilat, mripat, lan jiwa.","Restoran ini memiliki lokasi yang prima di perbukitan yang memiliki udara sejuk dan pemandangan hijau menyegarkan. Tentu saja tujuan utamanya adalah masakan khas nusantara yang nikmat. Singkatnya, berkunjung ke sini kita dapat melakukan sekaligus wisata lidah, mata, dan jiwa.","""Restoran ini terletak di bukit-bukit yang memiliki udara sejuk dan pemandangan hijau menenangkan. Pasti deh tujuan utamanya adalah masakan khas nusantara yang nikmat. Coba deh, kunjungi ke sini kalian akan dapatkan kelegaan dari wisata kuliner, malam, dan jiwa."""
"Bojoku sek ora terlalu seneng karo ramen, kanggo siki deknen ngomong nek enak lan gurih. Deknen malah mesen maneh kanggo deknen sakwise nyicipi pesenanku.","Istri saya yang tidak terlalu suka ramen, untuk kali ini dia bilang enak dan gurih. Dia malah memesan lagi untuk dirinya setelah mencicipi pesanan saya.","""Istri saya tidak terlalu suka sama ramen, buat kali ini dewi mengatakan kalau enak dan gurih. Dewi malah memesan lagi buat dewi sekadar mencicipi pesanan saya."""
Panggone nyaman. Rasane enak. Regane uga saat. Weduse ora prengus. Pokoke cocok kanggo wong sing seneng njajan wedus.,Tempatnya nyaman. Rasanya enak. Harganya juga saat. Kambingnya tidak bau. Pokoknya recomend buat pecinta kuliner kambing.,"""Tempatnya nyaman. Rasanya enak. Harga juga terjangkau. Daunnya tidak lengket. Pokoknya cocok untuk orang yang suka njajan daging."""
"Salah siji restoran panganan laut paling apik ing kota iki. Apike teka pas preinan dina setu, yuyu isih apik lagi teka. Rega kompetitif, ora murah pancen nanging ora kelarangen kok.","Salah satu restoran seafood terbaik di kota ini. Sebaiknya datang pas liburan hari sabtu, kepiting masih bagus baru datang. Harga bersaing, tidak murah memang tapi tidak kemahalan kok.","""Salah satu restoran makanan laut terbaik di kota ini. Terima kasih datang pas libur hari jumat, udang masih sangat enak lagi datang. Harga kompetitif, memang tidak murah memang tapi kok tidak terlalu kelangsing ko."
"Kanggo nggolek batagor sing asli, kowe ora perlu adoh-adoh nggoleke marang pelosok, cukup arahke kendaraan marang dalan saka djunjunan, dhewe isa nikmati batagor asli sing enak kanthi panggonan sing kapenak. Rasa batagor sing ditawakake ngugah salira tenan amarga batagor disajikake garing-garinge lan diguyang kuwah kacang sing seger","Untuk menemukan batagor yang otentik, anda tak perlu jauh-jauh mencarinya ke pelosok, cukup arahkan kendaraan ke jalan dari djunjunan, kita dapat menikmati batagor asli yang enak dengan tempat yang nyaman. Rasa batagor yang ditawarkan sangat menggugah selera karena batagor disajikan garing-garingnya serta disiram kuah kacang yang segar","""Untuk mencari batagor yang asli, anda tidak perlu jauh-jauh mencari ke pinggiran, cukup arahkan kendaraan ke jalan dari ibukota, anda bisa menikmati batagor asli yang enak dengan penampakan yang nyaman. Rasa batagor yang disajikan menggugah selera luar biasa karena batagor disajikan renyah-renyahnya dan diguyur kuwah kacang yang segar"""
"Citarasane biasa wae, ora ana sek spesial. Kudune ngenteni cukup suwi nganti teka panganane, pelayane uga kurang grapyak.","Citarasa biasa saja, tidak ada yang spesial. Harus menunggu cukup lama datangnya makanan, pelayan juga kurang ramah.","""Puasnya biasa saja, tidak ada yang spesial. Harusnya tunggu cukup lama sampai out foodnya, pelayannya juga kurang ramah."""
Roti ulang tahune spesial nganggo ndhog sakpiring ditambah mozzarella kanggo kowe,Kue ulang tahun spesial pakai telur sepiring plus mozzarella buat kamu,"""Roti ulang tahun spesial dengan hidangan spesial berupa pizza dengan keju yang banyak untuk anda"""
Arep nesu marang indosat! Kok sinyale ilang terus si,Mau marah ke indosat! Kok sinyalnya hilang melulu si,"""Ingin marah ke indosat! Kok sinyal hilang terus si"""
"Omah mangan sing ngusung konsep tradisional alias jadul iki pantes kowe coba. Kejaba rasane sing pas, warung iki duweni sawetara perkara unik kaya piring sing dienggo yaiku piring seng jaman mbiyen karo gelas ombeane. Jenis menune aneka werna banget. Lan sakkabehe enak enak!","Rumah makan yang mengusung konsep tradisional alias jadul ini patut anda coba. Selain rasanya yang pas, warung ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng zaman dahulu berikut gelas minumnya. Jenis menunya sangat beragam. Dan semuanya enak enak!","""Rumah makan yang mengadopsi konsep tradisional alias jadul ini patut kamu coba. Kejernihkan rasa yang pas, warung ini punya beberapa hal unik yaitu piring yang digunakan yaitu piring seng jaman dulu dengan gelas minumannya. Jenis menunya beragam sekali. Dan sakkabahnya enak enak!"""
Kfc Palembang Square kerep dadi peyelamat pas luwe pas aku nginep ning sekitar hotel ning lokasi iku. Kabeh wong seneng kfc. Dadi. Kfc ning lokasi iki nyepetne sampeyan dinggo pesen pas sampeyan keluwen ning jero hotel.,Kfc Palembang Square seringkali menjadi penyelamat di saat lapar saat saya menginap di sekitaran hotel di lokasi itu. Semua orang suka kfc. So. Kfc di lokasi ini menyegerakan anda untuk memesan saat anda kelaparan di dalam hotel.,"""Kfc Palembang Square selalu menjadi penyelamat ketika saya menginap di sekitar hotel di lokasi itu. Semua orang suka kfc. Jadi. Kfc di lokasi itu selalu yang saya mau pesan ketika saya menginap di dekat hotel."""
Aneka werna ombean seger kasadia awit saka jus buah nganti rena-rena teh.,Berbagai macam minuman segar tersedia mulai dari jus buah sampai aneka teh.,"""Banyak pilihan minuman segar dari jus buah sampai berbagai macam teh."""
"Dekwingi 10 Maret 2015, aku dijak anakku mangan awan ning kene. Aku pesen urang kremes lan jangan asem. Bener-bener enak. Lan sing spesial ning kene yaiku sambele, pedes nanging pancet gelem nambah. Jus blackberryne uga enak.","Kemarin 10 Maret 2015, saya diajak anak saya makan siang di sini. Saya pesan udang kremes dan sayur asam. Betul-betul enak. Dan yang spesial di sini adalah sambalnya, pedas tapi tetap mau menambah. Jus blackberrynya juga enak.","""Tanggal 10 Maret 2015, saya dijemput anak saya makan di sini. Saya pesan udang kremes dan jangan asam. Bener-benar enak. Dan yang spesial di sini ya berupa sambalnya, pedas tapi enak banget jadi tambah. Jus blackberrynya juga enak."""
Ndhuwe restoran kudu mewah rapi mosok iki lumuten jamuren pelayane kurang muasake mosok aku ditumpahi banyu sek ombeyane ana madune aku iki alergi madu,Punya restoran harus mewah rapi masa ini berlumut berjamur pelayan kurang memuaskan masa saya ditumpahkan air mana minumnya ada madu saya itu alergi madu,"""Memiliki restoran harus mewah rapi kalau ini lamanya jamurnya pelayannya kurang memuaskan kalau saya ditumpahkan airnya bercampur minyak gemuknya saya ini alergi terhadapnya"""
"Aku nembe bae ganti kartu sing rusak, nanging tetep ora ana sinyal.","Saya baru saja ganti kartu yang rusak, tapi tetap tidak ada sinyal.","""Saya sudah mengganti kartu yang rusak, tapi tetap tidak ada sinyal."""
Adohi narkoba yaiku salah siji cara sing isa digunakake kanggo ningkatake kualitas anak bangsa.,Jauhi narkoba adalah salah satu cara yang bisa digunakan untuk meningkatkan kualitas anak bangsa.,"""Hentikan narkoba adalah salah satu cara yang bisa digunakan untuk meningkatkan kualitas anak bangsa."""
"Kafe iki ndhuweni arsitektur bangunan kang apik banget. Amarga penasaran, aku njupuk wektu muteri karo ngenteni panganan teka. Ana galeri sing kebak karo koleksi-koleksi kayu lan ing njaba galeri, katon pemandangan bandung saka ndhuwur. Ing sakitare uga akeh kursi kang digawe saka kayu lan uga watu-watu. Saka panganane, regane kalebu lumayan standar cocok karo kafe-kafe. Aku seneng suasanane.","Kafe ini memiliki arsitektur bangunan yang sangat bagus. Karena penasaran, saya meluangkan waktu berkeliling sembari menunggu makanan datang. Ada galeri yang penuh dengan koleksi-koleksi kayu dan di luar galeri, tampak pemandangan bandung dari ketinggian. Di sekitar banyak juga kursi terbuat dari kayu dan juga bebatuan. Dari sisi makanan, harganya termasuk relatif standar sesuai dengan cafe-cafe. Saya suka suasananya.","""Kafe ini punya arsitektur bangunan yang sangat bagus. Karena penasaran, saya minta waktu duduk sambil menunggu makanan datang. Di dalam kafe terdapat galeri yang penuh dengan koleksi-koleksi kayu dan di luar galeri, terlihat pemandangan bandung dari atas. Di dalam juga sangat banyak kursi yang dibuat dari kayu dan batu-batu. Dari makanan, harganya terbilang cukup standar cocok dengan kafe-kafe. Saya suka suasananya."""
"Nganggoa kunci duplikat, bank bri ing tengah kutha dibobol maling, dhuwit rp 1 miliar muspra.","Gunakan kunci duplikat, bank bri di pusat kota dibobol maling, uang rp 1 miliar lenyap.","""Di gunakan kunci duplikat, bank bri di tengah kota dibobol maling, uang rp 1 miliar nasabah."""
"Mbengi sekitar jam pituan dijak pelanggan marang panggonan mangan iki, umume sih panganane luwih akeh sek di goreng-goreng ngono kaya pithik, babat, usus, ati ampela, nanging miturutku sih rasane biasa wae, lan minyake ing panganan akeh banget. Nanging variane cukup akeh:","Malam sekitar jam tujuan diajak klien ke tempat makan ini, over all sih makanannya lebih banyak yang di goreng-goreng begitu kayak ayam, babat, usus, ati ampela, tapi menurut saya sih rasanya biasa saja, dan minyaknya di makanan terlalu banyak. Tapi variannya cukup banyak:","""Pagi sekitar jam setengah sepuluh dijak customer ke tempat makan ini, umumnya sih makanannya lebih banyak tadi goreng-goreng itu kayak ayam, babi, usus, hati ampela, tapi menurut saya sih rasanya biasa saja, dan minumannya di bikin terlalu banyak. Tapi variannya cukup banyak:"""
"Hai angga, dingge penerbitan tiket owahan jadwal kudu nglakokne pembayaran disik ya.","Hai angga, untuk penerbitan tiket perubahan jadwal diharuskan melakukan pembayaran dulu ya.","Hai aga, untuk penerbitan tiket promo harus menyelesaikakan pembayaran dulu ya."
Masku dodol iphone 8 kanggo tuku ps5,Kakak lelaki saya menjual iphone 8 untuk membeli ps5,"""Di jual iphone 8 plus buat beli ps5"""
