source_text,target_text
"Translate Javanese to Indonesian: Wifi ing kene tansah eror, panganan lan ombeane radha larang, lumpiah goreng asin tenan, teh susu mung sitik enak, suwi tenan kanggo mesen","Wifi di sini selalu eror, makanan dan minuman agak mahal, lumpiah goreng asin sekali, teh susu hanya sedikit enak, lama sekali untuk pesanan"
"Translate Javanese to Indonesian: Arep nyang hotel ning mongkok hongkong, ora ana! Sasi juni wingi, aku mesen lan wis mbayar dingge 2 kamar. Nanging hotele ora temu","Mau ke hotel yang di mongkok hongkong, tidak ada! Bulan juni lalu, saya booked dan sudah bayar untuk 2 kamar. Tapi hotel tidak ditemukan."
Translate Javanese to Indonesian: Timbangane rame-rame soal barang flash sale mending dolanan poker online.,Daripada ribut-ribut soal barang flash sale mending main poker online.
"Translate Javanese to Indonesian: Roti Unyil, toko roti sing nyedhiayakake aneka werna roti / kue sing ukuran cilik, kondhang banget ning Bogor lan Bandung.","Roti Unyil, toko kue yang menyediakan berbagai macam roti / kue dengan ukuran kecil, sangat dikenal di Bogor dan Bandung."
"Translate Javanese to Indonesian: Pingin ngewangi menehi hubungan infone, nanging kuota internetku kebates.","Ingin bantu kasih hubungan infonya, tapi kuota internet saya terbatas."
"Translate Javanese to Indonesian: Aku sapendapat, acara kasebut kudu diilangake, akeh acara sing ora guna. Uwong-uwong ing acarane uga tumindhak kaya uwong ora sekolah bae.","Saya sependapat, acara tersebut harus dihilangkan, banyak acara yang tidak berguna. Orang-orang dalam acaranya pun bertingkah seperti orang tidak sekolah saja."
"Translate Javanese to Indonesian: Resto nostalgia sing wajib diparani, panggon sing nyaman kanggo keluwarga, parkir sing amba. Panganane meh kabeh eco, pomeneh steak, saslick lan es krim.","Resto nostalgia yang wajib dikunjungi, tempat yang nyaman buat keluarga, parkir yang luas. Hidangannya hampir semua enak, terutama steak, saslick dan es krim."
"Translate Javanese to Indonesian: Jak en keluargo, kanca sak kantor, kanca mlaku, pacar, kancane pacar, utawa bahkan tipak pacar, kanggo suara award iki.","Ajak keluarga, kawan satu kantor, kawan jalan, pacar, kawan pacar, atau bahkan mantan pacar, buat suara award ini."
"Translate Javanese to Indonesian: Panggone menarik, karo konsepe sing pabrik banget. Sayange meh kabeh menune ora halal.","Tempatnya menarik, dengan konsep yang sangat pabrik. Sayangnya hampir seluruh menunya non halal."
Translate Javanese to Indonesian: Dinggo wong jogja seh males mbalik mrana ping pindo. Cukup pisan. Mlebu kudu mbayar. Panganan larang.,Untuk orang jogja sih malas kembali ke sana 2 kali. Cukup sekali. Masuk harus bayar. Makanan mahal.
Translate Javanese to Indonesian: Akeh kaluwargaku sing kerja dadi pegawe negeri,Banyak keluarga saya yang bekerja sebagai pegawai negeri
"Translate Javanese to Indonesian: Kita mangan mbengi ing restoran kuwi lan pelayanane cukup maremake. Panggonane amba, ana sek nang njero ruangaan, ana sek nang teras. Panganane langsung dipilih seka meja saji nang njero restoran. Ana pilihan menu seger sek bar mentas digoreng pas dipesen lan akehe menu tradisional. Wektu ngenteni ora suwi. Penyajiane unik amarga ora nganggo piring nanging nganggo godhong.","Kami makan malam di restoran itu dan pelayanannya cukup memuaskan. Tempatnya luas, ada yang berada di dalam ruangan, ada yang diteras. Makanan langsung dipilih dari meja saji di dalam restoran. Ada pilihan menu segar yang baru digoreng pada saat dipesan dan sebagian besar menu tradisional. Waktu tunggu tidak lama. Penyajian unik karena tidak menggunakan piring melainkan memakai daun."
Translate Javanese to Indonesian: Kiriman rada telat 1 hari nganggo kurir kuwi. Luwih responsif dong,Kiriman agak terlambat 1 hari pakai kurir itu. Lebih responsif dong
"Translate Javanese to Indonesian: Wektu pengen mangan variasi panganan, piliane mesthi Hanamasa. Lokasi panggonane cukup enak. Pilian panganane akeh, saka awit camilan, bakar-bakaran, godhokan nganti panganan panutup. Ora nggelakne banget.","Ketika ingin menyantap variasi makanan, pilihannya selalu Hanamasa. Lokasi tempatnya cukup enak. Pilihan makanannya banyak, dari mulai makanan ringan, bakar-bakaran, rebusan hingga makanan penutup. Sangat tidak mengecewakan."
"Translate Javanese to Indonesian: Entuko voucher pulsa rp 25.000, - dinggo wong loro sing bejo mben dinane mung karo retweet bniquotes","Dapatkan voucher pulsa rp 25.000, - untuk dua orang yang beruntung setiap harinya hanya dengan retweet bniquotes"
"Translate Javanese to Indonesian: Mangan ning resto mewah, rega mesti ae larang, nanging rasane payah, jan nganyelne.","Makan di resto mewah, harga tentu saja mahal, tapi rasanya payah, sungguh menjengkelkan."
Translate Javanese to Indonesian: Gunane shazam: Ben ngerti lagu-lagu ajaib sek diputer sopir gocar,Gunanya shazam: Biar tahu lagu-lagu ajaib yang diputer sopir gocar
"Translate Javanese to Indonesian: Enake mangan ing redsdifo, tembe iki aku seneng banget mangan iwak. Iwake seger, enak, lan ora mambu amis maneh. Pokoke iwak bawale enak. Lan kopi robusta susu mantap. Pokok. A ketagihan tenan. Redsdipo dadi panggonan kesenenganku. Enak pokoke lah.","Enaknya makan di redsdifo, baru kali ini dah saya suka banget makan ikan. Ikannya segar, enak, dan tidak ada bau amis lagi. Pokoknya ikan bawal enak. Dan kopi robusta susu mantap. Pokok. A ketagihan dah. Redsdipo jadi tempat favorit saya. Enak pokoknya mah."
Translate Javanese to Indonesian: Iki ngapa sih astogo telkomsel lan uga indihome loro-lorone kerep ana masalah! Larang tok woy!,Ini kenapa sih astaga telkomsel maupun indihome dua-duanya sering bermasalah! Mahal doang woy!
Translate Javanese to Indonesian: Aku lunga mrene mung gur golek sitik hiburan ning kala dolan karo keluarga. Aku mung ngombe karo mangan panganan cilik. Ombenan ning kene regane mirah banget dibandingne karo jakarta.,Saya pergi ke sini hanya untuk mencari sedikit hiburan di kala berlibur bersama keluarga. Saya hanya minum dan makan makanan kecil. Minuman di sini harganya murah banget dibandingkan dengan jakarta. 
Translate Javanese to Indonesian: Tagihan indihomeku sasi oktober ini seje karo sing sasi september. Cebloke luwih larang. Nyapo kok ngono? Janjine wektu awit pasang ora biaya liyane lan biaya flat. Iki kok e munggah mudun piye? Mbok sing ajek.,Tagihan indihome saya bulan oktober ini beda dengan bulan september. Jatuhnya lebih mahal. Kenapa bisa begitu? Janjinya waktu awal pasang tidak ada biaya lain dan biaya flat. Ini kok naik turun bagaimana? Konsisten dong
"Translate Javanese to Indonesian: Iki nyesel banget mangan indomie endog asin. Mangane maeng jam 8 isuk, sampek saiki rasane sak bare isi ana! Ora enak banget pisan ya allah","Ini menyesal sekali makan indomie salted egg. Makannya tadi pagi jam 8, sampai sekarang after tastenya masih ada! Gaenak banget lagi ya allah"
"Translate Javanese to Indonesian: Bakso sek unik. Bakso kanthi jenis jenis isiane sek bedha-bedha. Ana sek isi keju, daging cincang pedes lan urat. Aku milih cincang daging pedes ehmmmm rasane padha karo jenenge. Regane murah, panggonane resik.","Bakso yang unik. Bakso dengan jenis jenis isian yang berbeda. Ada yang isi keju, daging cincang pedas dan urat. Saya memilih cincang daging pedas ehmmmm rasanya sesuai dengan namanya. Harganya murah, tempat bersih."
Translate Javanese to Indonesian: Marai macet dalan wae iki uwong,Bikin macet jalan saja nih orang
Translate Javanese to Indonesian: Bni ningkatne branding lewat stasiun bni city,Bni tingkatkan branding melalui stasiun bni city
"Translate Javanese to Indonesian: Sensasi mangan nganggo tatakan godhong gedhang, kanthi enake cumi bakar lan tempe gandum sing gurih, karo sambel sing nangekna selera. Pancen mantep.","Sensasi makan dengan alas daun pisang, dengan enaknya cumi bakar dan tempe tepung yang gurih, serta sambal yang menggugah selera. Memang mantap"
"Translate Javanese to Indonesian: Mie mewek manggon ing dalan pajajaran. Cepak karo area BEC, pusat dodolan gadget. Ing kene dhewe bisa nikmati kuliner khas kaya panganan kanthi cita rasa pedes. Mie nangis bakal nggawe dhewe kaya sing nikmati tenanan nangis, amarga kepedesen lan kemaningan terus kanggo teko lan mangan maneh. Miene kandel lan kenyel. Enak.","Mie mewek terletak di jalan pajajaran. Dekat dengan area BEC, pusat penjualan gadget. Di sini kita bisa menikmati kuliner khas berupa makanan dengan cita rasa pedas. Mie nangis akan membuat kita sebagai penikmatnya benar-benar menangis, karena kepedesan sekaligus ketagihan untuk datang dan makan lagi. Mienya tebal dan kenyal. Enak."
Translate Javanese to Indonesian: Dee mangan susu indomilk ning jero kulkas,Dia memakan susu indomilk di dalam kulkas
Translate Javanese to Indonesian: Mangkel tenan kawit mau dodolan yakult ora untung terus,Kesal banget dari tadi jualan yakult tidak untung terus
Translate Javanese to Indonesian: Ramayana bukak cabang maneh ning samarinda.,Ramayana kembali membuka cabangnya di samarinda
Translate Javanese to Indonesian: Panggon iki kondang banget ning kalangan mahasiswa. Ora mung merga enak regane uga termasuk mirah lak menurutku. Top wis.,Tempat ini terkenal banget di kalangan mahasiswa. Karena selain enak harganya juga termasuk murah kalau menurut saya. Top deh.
"Translate Javanese to Indonesian: Aneka rena karya seni sing ditampilne ning lantai dasar lan kaping loro jan narik perhatian. Liyane iku ning latar njaba akeh karya seni sing isa dideloki. Pemadangane sing nyerukne mripat, lan cuaca sing adem nggarai panggon iki disenengi banget karo wong akeh.","Beragam macam karya seni yang ditampilkan di lantai dasar dan kedua sungguh menarik perhatian. Selain itu di halaman luar juga banyak karya seni yang bisa diamati. Pemandangan yang menyerukan mata, serta cuaca yang adem membuat tempat ini sangat disukai banyak orang."
"Translate Javanese to Indonesian: Aku ora seneng karo pelatih sing saiki, strategi sing digawe deknen ora isa dienggo kanggo ngalahke mungsuh.","Gue enggak suka sama pelatih yang sekarang, strategi yang dibikinnya tidak bisa dipakai buat mengalahkan lawan."
Translate Javanese to Indonesian: Iki yaiku panggonan mangan kanggo uwong sing ngenteni kaluwarga sing lagi asik blanja. Nanging ora kanggo uwong uwong sing seneng mangan sing enak. Ing jakarta akeh banget panggonan mangan sing adoh luwih enak lan regane adoh luwih murah.,Ini adalah tempat makan untuk orang yang menunggu keluarganya yang sedang asyik berbelanja. Tetapi tidak untuk orang orang yang senang makanan yang enak. Di jakarta banyak sekali tempat makan yang jauh lebih enak dan harganya jauh lebih murah.
"Translate Javanese to Indonesian: Yen kowe rampung transaksi ngirim, pastikna priksa maneh alamat ing resi sakdurunge ninggalake konter jne pondok timur ya","Bila kamu selesai transaksi mengirim, pastikan cek kembali alamat di resi sebelum meninggalkan counter jne pondok timur ya"
"Translate Javanese to Indonesian: Sepak kana sepak kene ajar kana ajar kene, tibake podo nduwe agenda ndelik-ndelik! Megelne!","Tendang sana tendang sini hajar sana hajar sini, ternyata masing-masing punya agenda tersembunyi! Menyebalkan!"
Translate Javanese to Indonesian: Mangkel udu amarga kowe. Nanging persis dikalahake pssm. Ora enak ati ora enak turu ora enak mangan. Kabeh gara-gara pssm!,Kesal bukan karena mu. Tetapi persis dikalahkan pssm. Tidak enak hati tidak enak tidur tidak enak makan. Semua gara-gara pssm!
"Translate Javanese to Indonesian: Isi pulsa liwat atm bca mau jam 17.48 nganti saiki urung mlebu, etuk tulung dicek? Maturnuwun","Isi pulsa via atm bca tadi jam 17.48 sampai sekarang belum masuk, boleh tolong dicek? Terima kasih"
"Translate Javanese to Indonesian: Senen isukku diisi karo kegiyatan wawancara, sakdurunge mlaku marang lokasi aku kudu mesen gojek lan kahanane isih udan.","Senin pagi gue diisi dengan kegiatan wawancara, sebelum jalan ke lokasi gue harus memesan gojek dan suasana masih hujan."
"Translate Javanese to Indonesian: Panggon sing paling cocok dinggo golek panganan lak budgete kebates nanging muasake, ning kene akeh banget pilihane saka mulai masakan khas saka daerah ning indonesia sampek masakan modern.","Tempat yang paling cocok untuk mencari makanan kalau budget terbatas tetapi memuaskan, di sini banyak sekali pilihannya dari mulai masakan khas dari daerah di indonesia sampai masakan modern."
"Translate Javanese to Indonesian: Aku ndelok akeh pangguna indosat kena pamotongan pulsa, mesakne.","Saya lihat banyak pengguna indosat terkena pemotongan pulsa, kasihan."
"Translate Javanese to Indonesian: Panggonan sing alami banget, karo menu sing variatif, karo rasa sing pas. Aku seneng karo bandrek jagunge, jagung sing legi disajekne anget banget. Ana rena-rena jajanan tradisional sing wes arang diweruhi.","Tempat yang sangat alami, dengan menu yang variatif, dengan rasa yang pas. Saya suka dengan bandrek jagungnya,  jagung yang manis disajikan sangat hangat. Ada aneka jajanan tradisional yang sudah jarang ditemui."
Translate Javanese to Indonesian: Bapak iki ngomonge ora mlebu akal! Uwong diculik kok malah mikir penculike. Teori saka ngendi iku?,Bapak ini ngomongnya tidak masuk akal! Orang diculik kok malah memikirkan penculiknya. Teori dari mana itu?
"Translate Javanese to Indonesian: Panggonane gedhe. Buka 24 dina. Cocok nggo ngemil. Kursi sofane kepenak. Sayange akeh mahasiswa sek nggarap tugas nang kana, dadi arang kosong panggonane yen mbengi. Hehehe","Tempatnya besar. Open 24 hari. Cocok buat ngemil. Tempat duduk sofanya nyaman. Sayang banyak mahasiswa yang mengerjakan tugas di sana, jadi jarang kosong tempatnya kalau malam. Hehehe"
Translate Javanese to Indonesian: Ora untung aku melu rombongan kanggo lunga marang bali mbosenake tenan,Tidak untung saya ikut rombongan untuk pergi ke bali sangat membosankan
"Translate Javanese to Indonesian: Masiyo cukup lika-liku kanggo teka nang panggon ini, nanging sumbut karo kahanane sing sepi, tenang lan uga kahanan udara dataran duwur, sing pas aku biasane lak sir mangan ning jaba pas dina kerja merga ben ora tek rame nanging ya kurange ora ana wong musikan. Dinggo panganane cukup enak lan keluargaku cukup nikmati.","Walaupun cukup berliku untuk sampai ke tempat ini tapi terbayarkan dengan suasana sepi, tenang dan juga suasana udara dataran tingginya, yang kebetulan saya biasanya kalau makan di luar pasti pas hari kerja karena biar tidak terlalu ramai tapi ya minusnya tidak ada lift musik. Untuk makanannya cukup enak dan keluarga saya pun cukup menikmatinya."
Translate Javanese to Indonesian: Cocok banget dingge mangan bareng keluwarga ngrasakne panganan sing enak karo jagongan ngilangi penat bar sedinoan tandang gawe pokoke paling apik wis,Sangat cocok untuk bersantap bersama keluarga menikmati hidangan yang lezat sambil mengobrol melepas penat setelah seharian beraktivitas pokoknya terbaik deh
"Translate Javanese to Indonesian: Teko marang restoran iki ora ana bosene, apa maneh ini mbengi minggu dhewe sakaluwarga seneng tenan panggonan iki amarga ana live musike. Suwasanane ora owah nahunan. Menu sing disajikake egek tetep padha, saka mulai menu eropa nganti menu khas indonesia tetep nyengsemake. Porsine uga ora kalah akeh.","Datang ke restoran ini tidak ada bosannya, apalagi di malam minggu kami sekeluarga sangat menyukai tempat ini karena ada live musiknya. Suasananya tidak berubah dari tahun ke tahun. Menu yang disajikan pun masih tetap sama, dari mulai menu eropa sampai menu khas indonesia tetap memikat. Porsinya juga tak kalah banyak."
Translate Javanese to Indonesian: Yen ndhelok raine uwong iki hawane emosi tingkat dewa,Kalau melihat muka orang ini bawaan emosi tingkat dewa
Translate Javanese to Indonesian: Panganan india miturut ku ora enak. Kakehan bumbon,Masakan india menurut ku tidak enak. Terlalu banyak rempah
"Translate Javanese to Indonesian: Dhewe sakaluwarga marang tempat iki amarga dina wis wengi lan ora ana resto liya sek buka. Jebule jam 10 mbengi panggonan iki uga egek macet, parkir kebek lan jagongane ing njero resto kebek. Petugase sing ketok kesayahan aleng nglayani karo mbesengut. Ampun Akhire panganane dhewe gawa marang hotel.","Kami sekeluarga ke tempat ini karena hari sudah larut malam dan tidak ada resto lain yang buka. Ternyata jam 10 malam pun tempat ini masih macet, parkir penuh dan tempat duduk di dalam resto penuh. Petugas yang tampak kelelahan melayani dengan masam. Ampun. Akhirnya makanan kami bawa ke hotel."
Translate Javanese to Indonesian: Oh iya aku pengen fitur nyetak resi otomatis dibenakake.,Oh iya saya mau fitur cetak resi otomatis diperbaiki.
Translate Javanese to Indonesian: Awal taun iki bakti budaya djarum foundation kerja bareng karo garin workshop,Awal tahun ini bakti budaya djarum foundation bekerjasama dengan dan garin workshop
"Translate Javanese to Indonesian: Kanthi tuku morinaga chil kid lan chil school rega rp 500. 000, ibu isa entuk voucher gopay rp 50. 000.","Dengan membeli morinaga chil kid dan chil school senilai rp 500. 000, bunda akan mendapatkan voucher gopay rp 50. 000."
Translate Javanese to Indonesian: Wektu iki para lelungan pecinta diving kecewa banget karo kahanan teluk ambon sing ketok asri nanging kotor banget,Saat ini para wisatawan pecinta diving sangat kecewa dengan kondisi teluk ambon yang nampak indah namun sangat kotor
"Translate Javanese to Indonesian: Rekomendasi kanggo mangan awan ala indonesia, pilian panganane akeh tenan gari ngacung bae. Paling akeh sing bentuk gorengan, kaya empal, pithik goreng, tahu goreng lsp. peralatan mangan sing dienggo sing ala model jaman mbien, kaya piring seng, ngelingake mangan ing jaman mbiyen. Pelayanane cepet. Mantap","Rekomendasi untuk makan siang ala indonesia, pilihan makanannya banyak sekali tinggal tunjuk saja. Terbanyak yang bentuk gorengan, misalnya empal, ayam goreng, tahu goreng dll. peralatan makan yang dipakai yang ala model zaman dulu, seperti piring seng, gelas seng, mengingatkan makan di zaman dahulu. Pelayanan cepat. Mantap"
"Translate Javanese to Indonesian: Panggonane nyaman, akeh angine banget nanging uga seger. Konsep panggonane apik, kamar vipne apik tenan. Cocok kanggo instagram banget panggonane. Cocok kanggo njagong-njagong karo kanca, kaluwarga, pacar. Panganane uga ora elek, lan regane uga kajangkau. Mbak kasire wektu kuwi grapyak tenan.","Tempatnya nyaman, sangat windy tapi sejuk juga. Konsep tempatnya bagus, vip roomnya keren sekali. Instagramable banget deh tempatnya. Cocok untuk nongkrong-nongkrong bareng teman, keluarga, pacar. Makanannya juga not bad, dan harganya juga terjangkau. Mbak kasirnya waktu itu ramah sekali."
Translate Javanese to Indonesian: Iki tuwa bangka uwis mambu lemah kok ora sadar-sadar ya. Menungsa paling elek sing paling mambu,Ini tua bangka sudah bau tanah kok tidak sadar-sadar ya. manusia terburuk yang paling busuk.
"Translate Javanese to Indonesian: Ora ana sunlight lan mama lemon, garnier men turbo oil control pun dadi dinggo ngumbah tangan bar masak alias lunyu cuy bar kenek lenga.","Tak ada sunlight dan mama lemon, garnier men turbo oil control pun jadi buat cuci tangan setelah masak alias licin cuy setelah kena minyak."
"Translate Javanese to Indonesian: Batagor kingsley enak tenan lan disenengi karo kaluwarga lan warga jakarta. Saben marang bandung, kaluwarga lan kanca-kanca mesthi njaluk ditukokake batagor kingsley.","Batagor kingsley sangat lezat dan disukai oleh keluarga dan warga jakarta. Setiap kali pergi ke bandung, keluarga dan teman-teman selalu minta dibelikan batagor kingsley."
"Translate Javanese to Indonesian: Kopi sing paling enak ning kene yaiku kopi apokat lan kopi gedang. Kopi campur apokat ora nggarai rasa kopi iki mudar, cocok banget ning ilatku minangka pecinta kopi campuran. Jenis panganan sing disajikne uga lumayan enak, favoritku yaiku kentang gorenge dinggo rega kejangkau.","Kopi yang paling enak di sini adalah kopi alpukat dan kopi pisang. Kopi bercampur alpukat tidak membuat rasa kopi ini memudar, sangat cocok di lidah saya sebagai pecinta kopi campuran. Jenis makanan yang disajikan pun lumayan enak, favorit saya adalah kentang gorengnya untuk harga terjangkau."
Translate Javanese to Indonesian: Dheweke konangan nggawe indomie goreng jumbo sanajan nek 1 kuwi ora maregi.,Dia ketahuan bikin indomie goreng jumbo padahal kan kalau 1 itu tidak kenyang.
"Translate Javanese to Indonesian: Pas dolani panggon mangan iki merga dijak kanca bisnisku. Pas aku nikmati mie iki rasane nduwe citarasa sing nikmat banget. Sayange pas iku, mi ku kasinen. Dadi mi sing kudune nikmat ora isa tak rasakne. Dinggo kondisi panggon sing kegolong biasa-biasa ae. Dinggo rega kegolong larang banget. 2 mangkok mie regane rp. 95.000.","Saat mengunjungi rumah makan ini karena diajak rekan bisnis saya. Saat saya menikmati mie ini terasa memiliki citarasa yang nikmat sekali. Sayang saat itu, mi saya terlalu asin. Sehingga mi yang seharusnya sangat nikmat tidak bisa saya rasakan. Untuk suasana tempat tergolong biasa-biasa saja. Untuk harga tergolong sangat mahal. 2 mangkok mie harganya rp. 95.000."
Translate Javanese to Indonesian: Sopir iki ora gelem mapak barang kat awan mau. Tulung ditandangi.,Driver ini tidak mau pickup barang dari tadi siang. Mohon ditindaklanjuti.
Translate Javanese to Indonesian: Isuk sing nyayahake rasane pengen meneng wae,Pagi yang melelahkan rasanya ingin diam saja
Translate Javanese to Indonesian: Bidangmu uduk ning dunya politik goblok!,Bidang lo bukan di dunia politik oon!
"Translate Javanese to Indonesian: Penasaran pinggin dijajal pithik sik cukup terkenal kuwi. Awan kuwi sepi, pesen pithik bakar. Jebule pithik bakare pedes. Bocah-bocah ora isa mangan. Kudune pelayan nakokake arep pedes utawa ora amarga ana 2 pilian. Banjur aku njaluk 2 pithik bakar sing ora pedes. Ampun! Pithike mung kaya digoreng banjur dilumuri kecap. Dhewe uwis ilang napsu mangan.","Penasaran ingin dicoba ayam yang cukup terkenal itu. Siang itu sepi, pesan ayam bakar. Ternyata ayam bakarnya pedas. Anak-anak tidak bisa makan. Harusnya pelayan menanyakan mau pedas atau tidak karena ada 2 pilihan. Kemudian saya minta 2 ayam bakar yang tidak pedas. Ampun! Ayamnya cuma seperti digoreng terus dilumuri kecap. Kami sudah hilang napsu makan."
"Translate Javanese to Indonesian: Awale magu-magu karo kecepatane pelayanan ning kene nanging lumayan lah, pas wektu kok. aku lali pesen jus apa kayake jus campuran ngono, oke sih. Lan panganane uga oke. Ohya iki dheweke menehi gratis es krim. Isa dijajal takon karo pelayane. Seneng.","Awalnya ragu dengan kecepatan pelayanan di sini tapi lumayan lah, tepat waktu kok. aku lupa pesan jus apa sepertinya jus campuran begitu, oke sih. Dan makanannya juga ok. Ohya ini mereka kasi gratis es krim. Bisa dicoba tanya dengan pelayannya. Suka."
"Translate Javanese to Indonesian: Aku nyang bandung lagek dek wingi wis keturutan mangan ning kene. Awakdewe mangan ning the valley suki. Warek, enak, pelayane grapyak, lan pemandangane keren lak awakdewe lungguh ning sanding cendela. Ya karo rega rp. 190.000, - / uwong uwis termasuk pajek awakdewe isa mangan los, sisteme kaya hanamasa tapi luwih asyik panggone.","Saya ke bandung baru kemarin baru kesampaian makan di sini. Kami makan di the valley suki. Kenyang, enak, pelayan ramah, dan pemandangannya keren kalau kita duduk dekat jendela. Ya dengan harga rp. 190.000, - / orang sudah termasuk pajak kita bisa makan sepuasnya, sistemnya seperti hanamasa tapi lebih asyik tempatnya."
"Translate Javanese to Indonesian: Bingung arep mangan nandi sing panggone asik, panganane enak lan regane terjangkau? Mrene ae. Aku lan bojoku nikmati banget. Sing mara akeh-akeh cah enom dadi melu-melu ngrasa enom maneh.","Bingung mau makan ke mana yang tempatnya asik, makanan enak dan harga terjangkau? Ke sini saja. Saya dan pasangan sangat menikmati. Pengunjung kebanyakan anak muda jadi ikutan merasa muda lagi."
"Translate Javanese to Indonesian: Seko panggonane / lokasine cukup gampang digolek. Bangunan lan isi seko bangian njerone apik, apa maneh ana taman cilike nang njerone sek uga diisi karo gentong sek banyune dibenake mili terus. Nggawe susanane dadi tambah romantis lan nyenengake. Menu sek disajikake lumayan akeh lan seko segi rasa lumayan enak.","Dari segi letak / lokasi cukup mudah dicari. Bangunan dan isi bagian di dalamnya menarik, apalagi ada taman kecil di dalamnya yang diisi juga dengan gentong yang airnya dibiatkan mengalir terus. Membuat suasananya jadi tambah romantis dan menyenangkan. Menu yang disajikan lumayan variatif dan dari segi rasa lumayan enak."
"Translate Javanese to Indonesian: Menu sushi kurang akeh, yen bisa ana menus sushi kanthi porsi cilik 2 tugelan. Kudune ana sing nglengkapi, wasabi, lombok bubuk. Dadi asline kurang istimewa.","Menu sushi kurang banyak, kalau bisa ada menu sushi dengan porsi kecil 2 potong. Harusnya ada pelengkap, wasabi, cabe bubuk. Jadi sebenarnya kurang istimewa."
Translate Javanese to Indonesian: Lagek pisan iki aku mangan ning warung iki. Uduk konsep kafe utawa resto nanging tampil karo warung mangan sing nyajikne panganan tradisional.,Baru pertama kali saya makan di warung ini. Bukan konsep kafe atau resto tapi tampil dengan warung makan yang menyajikan makanan tradisional.
"Translate Javanese to Indonesian: Aku teka marang maxi s resto karo kaluwarga, jebula nang kana ana ngantenan pesta ulang taun dadi panggonan dadi kebak banget. Pelayanane dadi ora apik. Kudune yen panggonane tenan kebak, pihak resto wenehi ngerti karo para tamu sakdurunge tamu markirake kendharaan pas kuwi udah gedhe, dadi jarak panggonan parkir marang resto lumayan adoh. Yen perlu ditutup sawetara sajrone pesta lagi dilaksanakake.","Saya datang ke maxi s resto bersama keluarga, ternyata di sana ada pesta pernikahan pesta ulang tahun sehingga tempat jadi penuh sekali. Pelayanannya jadi tidak baik. Seharusnya kalau tempat memang penuh, pihak resto memberitahukan kepada tamu sebelum tamu memarkirkan kendaraan saat itu hujan deras, jadi jarak tempat parkir ke resto lumayan jauh. Kalau perlu ditutup sementara selama pesta berlangsung."
Translate Javanese to Indonesian: Telkom hackathon yaiku sawijine program besutan telkom indonesia sing ndhuweni tujuan kanggo ngewadahi cah-cah enom sing ndhuweni katrampilan ing bidang teknologi informasi utawa pemrograman kanggo ngembangake perusahaan rintisan sing deknen ndhuweni.,Telkom hackathon merupakan sebuah program besutan telkom indonesia yang bertujuan untuk mewadahi para generasi muda yang memiliki keahlian di bidang teknologi informasi maupun pemrograman untuk mengembangkan perusahaan rintisan yang mereka miliki.
Translate Javanese to Indonesian: Ombeane aku ora ana sing seneng. Pithik gorengen biasa bae. Ana saus keju nanging aku ora seneng saus keju ing kene. Ora enak.,Minumannya saya tidak ada yang suka. Ayam gorengnya biasa saja. Ada saus keju tapi saya tidak suka saus keju di sini. Tidak enak.
"Translate Javanese to Indonesian: Resto kaluwarga sing direkomendasikne banget, pemandangan sakubenge resto sing apik banget, pondok-pondok sing nyaman panganan sing disajikne uga lumayan enak, apameneh yen bengi pemandangan resto apik banget","Resto keluarga yang sangat direkomendasikan, pemandangan sekeliling resto yang sangat bagus, pondok-pondok yang nyaman, makanan yang disajikan juga lumayan enak, apalagi jika malam hari ini pemandangan resto sangat bagus"
Translate Javanese to Indonesian: Aku mampir marang restoran iki kanggo mangan mbengi amarga ora sengaja lewat pas ana ing dalan marang hotelku nginep lan amarga wis ngelih lan aku lan kancaku akhire milih nggo mampir ing restoran iki. Rasa panganane biasa wae bahkan dhewe kudu mbayar ndhisik sanadyan dhewe hurung rampung mangan mung amarga jam uwis nyepaki wektu tutup.,Saya mampir ke restoran ini untuk makan malam karena kebetulan lewat dalam perjalanan menuju hotel saya menginap dan karena sudah kelaperan dan saya dan teman akhirnya memilih untuk mampir di restoran ini. Rasa makanannya biasa saja bahkan kami diharuskan membayar terlebih dahulu meskipun kami belum selesai makan hanya karena jam sudah mendekati waktu tutup.
"Translate Javanese to Indonesian: Kesan kapisan nginep ing kene, check in ora isa jam 2 awan amarga sing nginep sakdurunge telat check out, ora ana blas sing ditawakake pihak staf pas dhewe kudu ngenteni sak jam ngenteni kamar diresiki. Banjur dhewe uga diwenehi ngerti yen restoran tutup jam 5 sore dadi yen pengen mesen panganan kanggo mangan mbengi kudu sakdurunge jam 5 sore. Cukup njengkelake.","Kesan pertama menginap di sini, check in tidak bisa jam 2 siang karena yang menginap sebelumnya terlambat check out, tidak ada apa pun yang ditawarkan pihak staf saat kami harus selama satu jam menunggu kamar dibersihkan. Kemudian kami juga diberitahukan bahwa restoran tutup jam 5 sore sehingga jika ingin memesan makanan untuk makan malam harus sebelum jam 5 sore. Cukup menyebalkan."
"Translate Javanese to Indonesian: Nikmati kutha bandung tanpa kulineran, kurang seru, kafe halaman, nyajikake panganan indonesia, gado-gadone enak, pisang goreng kejune uga enak lan sacangkir kopi karo ngenteni kanca teka menarik banget","Menikmati kota bandung tanpa kuliner, kurang seru, kafe halaman, menyajikan makanan indonesia, gado gadonya enak, pisang goreng kejunya juga enak serta secangkir kopi sambil menunggu teman datang sangatlah menarik"
