javanese,ground_truth,generated,bertscore
"Aku gumun karo telkomsel, kuotane akeh kok nanging cepet banget enteke, padahal ora akeh mbukak aplikasi abot. Nyurigakake","Suka heran sama telkomsel, kuotanya banyak kok tapi cepat banget abisnya, padahal tidak banyak buka aplikasi berat. Mencurigakan","""Saya malu sama telkomsel, kuotanya banyak kok tapi cepat banget habisnya, padahal tidak banyak membuka aplikasi abot. Memusingkan""",0.9556692838668823
Bocah saiki lagek gerang wis wani nyolong,Anak sekarang baru gede sudah berani mencuri,Anak sekarang malah suka marah sudah berani mencuri,0.9455846548080444
"Nduwe kesempatan nikmati santap isuk merga lagi nginep ning hotel iki. Minangka pengunjung anyar kaya aku lan paling sing liyane isa ae bakal antusias merga suwasana santap isuk sing diwernani karo pemandangan saka sisih wetan, merga saka sisih kuwi ana kaendahan bangunan hotel sepisan kolam renange. Liyane kuwi uga ana barisan bukit lan nggunung bakal nambah pengenan dingge foto-foto.","Berkesempatan menikmati santap pagi karena sedang menginap di hotel ini. Sebagai pengunjung baru seperti saya dan mungkin yang lainnya barangkali akan antusias terhadap suasana santap pagi yang diwarnai dengan pemandangan dari sisi timur, karena dari sisi tersebut terdapat keindahan bangunan hotel berikut kolam renangnya. Selain itu juga terdapat barisan bukit dan pegunungan akan menambah keinginan untuk berfoto ria.","""Memiliki kesempatan menikmati santap pagi karena sedang menginap di hotel ini. Sebagai pengunjung baru seperti saya dan yang ke-2, bisa saja akan antusias karena suasana santap pagi yang diiringi oleh pemandangan dari sisi timur, karena dari sisi sana terdapat keindahan bangunan hotel dengan kolam renangnya. Selain itu juga ada barisan bukit dan pegunungan akan menambah kenangan buat foto-foto.""",0.9595937728881836
"Telekomunikasi ora mung kanggo kutha gedhe, nanging uga nganthi marang daerah pelosok lan perbatasan negara cc: Telkomsel","Telekomunikasi bukan hanya untuk kota besar, tapi juga sampai ke daerah pelosok dan perbatasan negara cc: Telkomsel","Telekomunikasi bukan cuma untuk kota besar, tapi juga menjangkau daerah terpencil dan perbatasan negara : Telkomsel",0.9543039798736572
Apike wektu turu paling sithik iku limang jam.,Sebaiknya jam tidur minimal lima jam.,Baiknya waktu tidur paling singkat itu lima jam.,0.9307732582092285
"Aku bareng kanca kerja sengaja nyoba mangan awan ning kene, kanggo panggonan kagolong cukup kapenak yen ning lantai dhuwur. Rasa pithik bakar ning kene tenan dak rekomendasikake karo sambel pelem.","Saya bersama rekan kerja sengaja mencoba makan siang di sini, untuk tempat terbilang cukup nyaman jika di lantai atas. Rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga.","""Saya dan rekan kerja sengaja mencoba makan siang di sini, untuk tempat duduk cukup nyaman jika di lantai bawah. Rasa ayam bakar di sini sangat merekomendasikan dengan sambal peleng.""",0.9591976404190063
Aku gela karo pelayanane. Siktasan aku pesen grabfood pesenen ora diterna nanging wis dimarekne. Tulung gae selektif milih tukang nyambut gawe.,Saya kecewa dengan pelayanannya. Barusan saya pesan grabfood pesanan tidak diantar tapi sudah diselesaikan. Mohon untuk selektif memilih pekerja.,"""Saya kecewa dengan pelayanan. Baru saya pesan grabfood pesanan tak belum ditanggapi tapi sudah dimarkir. Mohon ke selektif pilih tukang bekerja.""",0.9401130676269531
"Wis ilang handphone xiaomi redmi note 5 werna gold 64 / 4 ning daerah duri kidul, jembatan lima, tambora, jakarta barat.","Telah hilang handphone xiaomi redmi note 5 warna gold 64 / 4 di daerah duri selatan, jembatan lima, tambora, jakarta barat.","Tadi hilang handphone xiaomi redmi note 5 pro 64 / 4 di daerah duri kidul, jembatan lima, tambora, jakarta barat.",0.9694418907165527
Aku ora kuciwa karo produke apple,Saya tidak kecewa dengan produk apple,"""Aku tidak kecewa dengan produksinya apple""",0.9334260821342468
"Youtube saben dina saya akeh iklane, njengelake!","Youtube semakin hari semakin banyak iklannya, menyebalkan!","""Youtube setiap hari saya banyak iklannya, menjengkelkan!""",0.9151725769042969
"Iku indomie karo mangkoke wis wira-wiri, kepisah sisan isi lan adahe.","Itu indomie sama mangkoknya sudah berkeliaran, terpisah pula isi sama wadahnya.","""Begitu indomie sama saja, terpisah sisa isinya dan rasanya.""",0.8608871698379517
Dhewe marang kafe iki kanggo mangan serabi. Serabine kanggo dhewe kandel banget ing bagian tengah. Akeh tenan piliah topping serabine nganti mumet milihe. Ternyata regane luwih larang saka warung setiabudi. Kuciwa.,Kami ke kafe ini untuk makan serabi. Serabinya bagi kami terlalu tebal di bagian tengah. Banyak sekali pilihan topping serabi sampai pusing memilihnya. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa.,"""Kami ke kafe ini buat makan serabi. Serabinya buat kami di bagian tengah. Banyaa pilihan topping serabinya sampai mual muntah. Ternyata harganya lebih mahal dari warung setiabudi. Kekecewaan.""",0.9538581967353821
"Bistik murah, cocok kanggo sing anggarane cilik nanging pingin mangan murah lan wareg, kajaba bistik uga panganan liyane enak lan murah. Susanane lumayan rame, umume akeh kaluwarga utawa bocah sekolahan.","Steak murah, cocok untuk yang budgetnya kecil tapi ingin makanan murah dan kenyang, selain steak juga makanan lainnya enak dan murah. Suasananya lumayan ramai, biasanya banyak keluarga atau anak sekolahan.","""Steak murah, cocok buat yang tempatnya kecil tapi ingin makan murah dan perut, biar steak juga makanan lain nya enak dan murah. Susananaya lumayan ramai, umumnya banyak keluarga atau anak sekolah."" ",0.9472866058349609
"Pertemuan antarane pihak bank bri, bpbat sungai gelam - jambi, lan pokdakan sek ana ing desa pudak. Kanggo ngrembug bentuk panyaluran dana csr saka bank bri","Pertemuan antara pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan yang ada di desa pudak. Untuk mendiskusikan bentuk penyaluran dana csr dari bank bri","""Pertemuan antar pihak bank bri, bpbat sungai gelam - jambi, dan diselenggarakan di desa pudak. Untuk membahas bentuk pengaliran dana csr dari bank bri""",0.9477863907814026
"Panggonan iki menarik tenan, pemandangan apik, ana arena dolanan ing njaba kanggo sakulawarga. Tenan disaranake kanggo kaluwarga sing ndhuwe bocah cilik. Panganan halal lan menu rena-rena.","Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk sekeluarga. Sangat disarankan untuk keluarga dengan anak kecil. Makanan halal dan menu bervariasi.","""Tempat ini sangat menarik, pemandangan indah, ada arena bermain di luar untuk anak-anak. Sangat direkomendasikan untuk keluarga yang punya anak kecil. Makanan halal dan menu beragam.""",0.9583200812339783
"Hotel arep check-in wae ruwet. Nunggu amarga ngresiki kamar suwe banget, gela lah. Iki pisanane aku mrana. Terus langsung diwenehi kesan pisanan sing ora apik.","Hotel mau  check-in aja ribet. Menunggu karena membersihkan kamar lama banget, kecewa dah. Ini pertama kalinya gue ke sana. Terus langsung dikasih first impression yang tidak bagus.","""Hotel mau check-in saja rumit. Menunggu karna membersihkan kamar lama sekali, kecewa lah. Ini pertama kalinya saya sini. Terus langsung diberikan pesan yang tidak bagus.""",0.9599454998970032
"Amarga kartu oktrip wektu iki yaiku saka bni, mulakna isi ulang isa dilakokake ing mitra-mitra sing kerja sama karo bni.","Karena kartu oktrip saat ini adalah dari bni, maka isi ulang bisa dilakukan di mitra-mitra yang bekerjasama dengan bni.","""Karena kartu oktrip kali ini adalah dari bni, maka isi ulang bisa dilakukan di mitra-mitra yang bekerja sama dengan bni.""",0.9700393676757812
Ngge kabeh seh apik. Karyawane yo grapyak grapyak. Lan pemandangane apik. Nanging panganane kelarangen. Larang banget malah. Dompet kudu kandel.,Secara keseluruhannya sih bagus. Karyawanya juga ramah ramah. Dan pemandangannya bagus. Tapi makanannya terlalu mahal. Mahal banget malah. Dompet harus tebal.,"""Secara keseluruhan sih bagus. Karyawannya juga ramah ramah. Dan pemandangannya bagus. Tapi makanannya kelangkaan. Mahal banget apalagi. Dompet harus berdebu.""",0.9596456289291382
"Mangan karo kaluwarga bakal luwih nyenengake kanthi kabeh fasilitas sing ana. Lokasine sing apik, panganane sing cukup enak kanthi aneka werna pilian. Lan pemandangan lan suwasana dadi andalan","Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan beragam pilihan. Dan pemandangan serta suasana jadi andalan","""Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan beragam pilihan. Dan pemandangan serta suasana menjadi andalan""",0.9822807908058167
"Sega goreng mafia sing manggon ning dalan setiabudi awakdewe pilih merga pingin golek panganan sing cepet. Ditambah yaiku salah siji kuliner sing wajib diparani ning bandung. Aku milih sega goreng sing favorit ning kene yaiku sega goreng bandit sing tingkat pedese ning level 3. Panganan sing disajikne cukup cepet, nanging sayange sega goreng sing tak pesen segane atos, bumbon rempahe ketutupan.","Nasi goreng mafia yang terletak di jalan setiabudi kami pilih karena ingin mencari makanan yang cepat. Ditambah merupakan salah satu kuliner yang wajib dikunjungi di bandung. Saya memilih nasi goreng yang favorit di sini yaitu nasi goreng bandit hingga tingkat kepedasan di level 3. Makanan yang disajikan cukup cepat, namun sayangnya nasi goreng yang saya pesan nasinya keras, bumbu rempahnya tertutupi.","""Sega goreng mafia yang terletak di jalan setiabudi kita pilih karena ingin mencari makanan yang cepet. Ditambah salah satu kuliner yang wajib dicicipi di bandung. Saya memilih sega goreng yang favorit di sini adalah sega goreng bandit yang tingkat pedasnya pada level 3. Makanan yang disajikan cukup cepat, tetapi sayangnya sega goreng yang saya pesan masih saja, bumbon rempah tertutup.""",0.947302520275116
Iki yaiku sop stengkel paling enak ning aceh tamiang.,Ini adalah sop stengkel terenak di aceh tamiang.,"""Ini adalah sup stengkel paling enak di aceh tamiang.""",0.9503345489501953
Kanggo kakang admin tulung doooooonk bales pesen langsungku,Untuk kakak admin tolong doooooonk balas pesan langsung saya,Untuk saudara admin mohon dong bales pesanan langsung saya.,0.8939562439918518
"Pemandangan sing utama ing sky lounge grandia iki memang isa ngeculake keselmu. Malah isa dadi, para pelancong nggolek area iki ndhisik, dibandingake ngaso ing kamar.","Pemandangan yang utama di sky lounge grandia ini memang dapat melepas penat anda. Bahkan bisa jadi, para pelancong mencari area ini terlebih dahulu, dibandingkan beristirahat di kamar.","""Pemandangan yang utama di sky lounge grandia ini memang bisa mencuci rasa lelah. Bahkan bisa menjadi, para pelancong mencari tempat ini menginap, dibandingakan beristirahat di kamar.""",0.954579770565033
"Dhewe teka panggonan iki amarga lokasine sing cedhak karo panggonan dhewe nginep. Dhewe mesen sega bakar lan pasta. Sega bakare enak, akeh pilian, lan ora pedes, isa kanggo bocah-bocah. Dene pasta mung ana sak macem, nanging rasane uga enak. Rega panganan uga ora larang lan kajangkau kanggo panganan ing ngisor 30 ewu. Ing panggonan iki uga gratis wifi.","Kami mengunjungi tempat ini karena lokasinya yang berdekatan dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Sedang pasta hanya ada satu macam, namun rasanya pun enak. Harga makanan pun tidak mahal dan terjangkau untuk makanan di bawah 30 ribu. Di tempat ini juga gratis wifi.","""Kami datang ke tempat ini karena lokasinya yang dekat dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Kemudian pasta hanya ada beberapa macem, tetapi rasanya juga enak. Harga makanan juga tidak mahal dan terjangkau untuk makanan di atas 30 ribu. Di tempat ini juga gratis wifi.""",0.9776187539100647
"Kanggo ngenthukne pemandangan sing apik kanthi cahyo lampu warna-warni, apike teka ing wayah wengi. Amarga nduweni latar mburi pemandangan jembatan Pasupati sing dadi simbol kota.","Untuk mendapatkan pemandangan yang bagus dengan cahaya lampu warna-warni, sebaiknya berkunjung pada malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang merupakan simbol kota.","""Untuk menghadirkan pemandangan yang indah dengan cahyo lampu warna-warni, baiknya datanglah pada malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang menjadi simbol kota.""",0.9587621688842773
"Aku teka ning resto sapulidi iki merga ana rekomendasi saka internet sing tau tak waca lak pemandangan sing apik banget lan panggon mangan pas ning sawah sing nggarai aku sir teka nyang panggon iki. Nanging pas aku teka kabeh ganti dadi elek, mulai panggon parkir sing isa diarani enek, dalan akses amoh lan panggon akses sing cilik.","Saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pemandangan yang sangat bagus dan tempat makan tepat di sawah yang membuat saya tertarik untuk datang ke tempat ini. Namun ketika saya sampai semua hal berubah menjadi buruk, mulai dari tempat parkir yang bisa dikatakan tersedia, jalan akses rusak dan kecilnya tempat akses.","""Saya datang ke resto sapulidi karena ada rekomendasi dari internet yang pernah saya baca kalau pemandangan yang sangat apik dan tempat makan saat berada di sawah yang membuat saya datang ke tempat ini. Namun setelah saya datang sekalian jadi buruk, mulai dari tempat parkir yang bisa dikatakan sempit, jalanh akses berat dan tempat akses yang sempit.""",0.9573715925216675
"Amarga ngelih, aku pesen indomie.","Karena lapar, saya pesan indomie.","""Karena lapar, aku pesan indomie.""",0.9249972105026245
"Sate wedhus lan gule wedhuse maknyus, penyajian panganane uga cepet tenan. Panggonane cukup resik","Sate kambing dan gulai kambingnya maknyus, penyajian makanannya juga sangat cepat. Tempatnya cukup bersih","""Satè daging dan kuah dagingnya mantap, penyajian makanan juga sangat cepat. Lingkungan cukup bersih",0.9342538118362427
"Sup guramene enak, pelayanane cepet, grapyak. Restoran resik. Amarga porsi sega sithik tenan, kanggo sing doyan mangan mesthi nambah.","Sup guramenya enak, pelayanan cepat, ramah. Restoran bersih. Karena porsi nasi sangat sedikit, buat yang doyan makan pasti menambah.","""Sup gurame nya enak, pelayanan cepat, luas. Restoran bersih. Karena porsi nasi sedikit banget, buat yang doyan makan pasti tambah.""",0.9657756090164185
"Restorane ana pemandangan curuge, panggonan mangan kaya saung. Saunge ana akeh saka ngisor munggah nganthi ing ndhuwur, saya munggah saya katon pemandangan curuge.","Restorannya ada pemandangan air terjunnya, tempat makan berupa saung. Saungnya ada banyak dari bawah naik hingga ke atas, semakin ke atas semakin terlihat pemandangan air terjunnya.","Restorannya ada pemandangan gunung, tempat makan seperti saung. Saungnya banyak dari bawah naik ke atas. Saya naik saya ke atas terlihat pemandangan gunung.",0.9507240653038025
"Pelayane grapyak. Nggarai terus pingin teka maneh. Kebeneran uga kerep nginep ning kene, hotele resik lan pemandangane saka kamar hotel apik.","Pelayannya ramah. Bikin selalu ingin datang kembali. Kebetulan juga sering menginap di sini, hotelnya bersih dan pemandangan dari kamar hotel bagus.","Pelayan ramah. Memake terus ingin kembali. Kebeneran juga sering menginap di sini, hotel bersih dan pemandangannya dari kamar hotel bagus.""",0.961176335811615
"Mangan mbengi karo kabeh kaluwarga ing dina ulang taun bojo ndhuweni kesan tenan kanthi suasana sing narik ati ing hotel. Pelayanan sing grapyak tenan saka mas tian. Ora kudu ngenteni suwi, panganan lan ombean sing dipesen.","Makan malam bersama seluruh keluarga di hari ulang tahun suami menjadi sangat berkesan dengan suasana yang menawan di hotel. Pelayanan yang sangat ramah dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.","""Makan malam bersama seluruh keluarga di hari ulang tahun suami memiliki kesan sangat baik dengan suasana yang menarik hati di hotel. Pelayanan yang sangat ramah dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.""",0.9739620089530945
"Obong terus pak, suwek-suwek wae persatuan lan kesatuan Indonesia nganggo retorika mu.","Bakar terus pak, cabik-cabik saja persatuan dan kesatuan Indonesia dengan retorika mu.","""Obong terus pak, terisolasi saja persatuan dan kesatuan Indonesia menggunakan retorika anda.""",0.9251803755760193
"Manggon ana ing pinggiran bukit, panggonane amba, nyenengake lan nyaman. Nduwe pemandangan sek nyenengake mripat, kaya gunung, kebon, lan kutha bandung nalika didhelok saka ndhuwur. Pegawaine cekatan lan grapyak. Menu panganane akehe menu steak sanajan uga ana menu sega goreng, gurame, lan liya-liyane. Restoran sing direkomendasikake kanggo diparani nalika teka ing bandung.","Terletak di tepi bukit, tempatnya luas, menyenangkan dan nyaman. Memiliki pemandangan yang memanjakan mata, seperti gunung, perkebunan, dan kota bandung jika dilihat dari atas. Pegawainya cekatan dan ramah. Menu makanan di dominasi oleh menu steak walaupun ada juga menu nasi goreng, gurame, dll. Restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung.","""Manggon berada di pinggiran bukit, tempatnya luas, menyenangkan dan nyaman. Memiliki pemandangan yang sangat menyenangkan mata, seperti gunung, kebun, dan kota bandung jika dilihat dari atas. Pelayanannya cepat dan ramah. Menu masakannya beragam menu steak walau juga ada menu nasi goreng, gurame, dan lainnya. Restoran yang direkomendasikan untuk dikunjungi ketika berkunjung ke bandung.""",0.9601448178291321
Bca lagi ngadakake acara ulang tahun lan ngundang kabeh karyawane kanggo melu acara kuwi.,Bca sedang mengadakan acara ulang tahun dan mengundang seluruh karyawannya untuk mengikuti acara tersebut.,Bca lagi mengadakan acara ulang tahun dan mengundang semua karyawannya untuk mengikuti acara itu.,0.9829566478729248
"Kawit mbukak cendana bistro aku wis njajal panganan, dinggo aku kurang cocok, panganane biasa-biasa ora ana sing spesial.","Sejak buka cendana bistro saya sudah coba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial.","""Saya buka cendana bistro saya sudah mencoba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial.""",0.9814828634262085
Minimal biaya transaksi wulan 11 sing kudune dibalekake wulan 12 wingi ora mlebu ing rekeningku kie.,Minimal biaya transaksi bulan 11 yang harusnya direfund bulan 12 kemarin tidak masuk ke rekening saya nih.,"""Minimal biaya transaksi bulanan 11 yang seharusnya dibebankan bulanan 12 kemarin tidak masuk ke rekening saya nih.""",0.9354166388511658
"Sakwise kalap blanja, dhewe mutusake kanggo mangan ing warung tenda pinggir dalan. Ana ing lelungan marang hotel, dhewe lewat dalan cilik kanggo nyingkir saka macet, lan ketemu warteg iki. Pas teka rame banget! Dhewe kudu antri sediluk. Dhewe pesen sega uduk, pithik bakar madu, usus, kubis goreng. Rasane enak! Pithik bakar madune parah nggawe kemaningan banget!","Setelah kalap belanja, kami memutuskan untuk makan di warung tenda pinggir jalan. Dalam perjalanan pulang ke hotel, kita lewat jalan kecil untuk menghindari macet, dan bertemu warteg ini. Pas datang ramai banget! Kita mesti antre sebentar. Kami pesan nasi uduk, ayam bakar madu, usus, kol goreng. Rasanya enak! Ayam bakar madunya parah bikin ketagihan banget!","Setelah berbelanja, kami memutuskan untuk makan di warung tenda pinggir jalan. Ada di dekat hotel, kami melewati jalan kecil untuk menghindari macet, dan terpilih warteg ini. Saat tiba ramai sekali! Kami harus antre agak lama. Kami memesan nasi uduk, ayam bakar madu, usus, dan kubis goreng. Rasanya enak! Ayam bakar madunya parah bikin kenyang sekali!""",0.9596809148788452
Beritane sing ora berkualitas lan ora ndidik pol. Kebeg kepentingan lan golek rai.,Pemberitaanya yang tidak berkualitas dan sangat tidak mendidik. Penuh kepentingan dan pencitraan,Berita yang tidak berkualitas dan tidak mendidik. Kebanjiran kepentingan dan cari dalih.,0.9173662066459656
Bakul alon nanggepi. Ana masalah suwe diurus. Nganti saiki barang urung diganti,Penjual lambat menanggapi. Ada kendala lama diurus. Sampai sekarang barang belum diganti,"""Jual murah berani komplain. Ada masalah lama diurus. Sampai sekarang barang belum diganti""",0.9335108995437622
Aja lewatke diskon langsung nganti Rp 10 yuta ning kene!,Jangan lewatkan diskon langsung hingga Rp 10 juta di sini!,"""Jangan dilewatkan diskon langsung sampai Rp 10 juta di sini!""",0.9531650543212891
Pt kami lan 12 bank wis tapak asma pembiayaan lrt jabodetabek,Pt kami dan 12 bank sudah menandatangani pembiayaan lrt jabodebek,"""Pt kami dan 12 bank sudah penandatanganan nama pembiayaan lrt jabodetabek""",0.9426939487457275
"Nembe ngerti babagan panggonan iki saka kanca, wektu dhewe teka pengunjunge ora patia akeh, dadi dhewe milih kanggo lungguh ing lantai loro karo nikmati pemandangan ing njaba. Mbengi kuwi lagi ana pagelaran musik, aku kurang ngerti apa pagelaran musik iki ana saben dina apa ora.","Baru tahu tentang tempat ini dari teman, waktu kami datang pengunjungnya tidak terlalu banyak, jadi kami memilih untuk duduk di lantai dua sambil menikmati pemandangan di luar. Malam itu sedang ada pertunjukan musik, saya kurang tahu apakah pertunjukan musik ini ada tiap hari atau tidak.","""Tahu mengenai tempat ini dari teman, waktu kami datang waktu kami tiba pengunjung tidak terlalu banyak, jadi kami memilih untuk duduk di lantai dua sambil menikmati pemandangan di luar. Malam itu ada sebuah pertunjukan musik, saya kurang tahu apa itu pertunjukan musik itu ada setiap hari apa tidak.""",0.971061110496521
Aku pingin tuku 20 tiket dinggo laga persebaya vs arema sesok.,Saya ingin beli 20 tiket untuk laga persebaya vs arema besok.,"""Saya ingin membeli 20 tiket untuk pertandingan persebaya vs arema besok.""",0.966356635093689
"Panganan uwis oke, nanging kanggo nata panggonan lungguh kurang, katon rame banget dadi ora nyaman, rega lumayan kanthi kualitas sing kurang.","Makanan sudah oke, namun untuk penataan tempat duduk kurang, terlihat terlalu ramai sehingga tidak nyaman, harga lumayan dengan kualitas yang kurang.","""Makanan sudah oke, tapi untuk tempat duduk kurang, terlihat ramai sekali jadi tidak nyaman, harga lumayan dengan kualitas yang kurang.""",0.9677032828330994
"Aku seneng suwi-suwi ning kene, merga kahanane enak, pencahayaane apik, ana plihan isa ning jaba nggen utawa ning jero. Panganane lumayan.","Saya senang berlama-lama di sini, karena suasananya enak, pencahayaannya bagus, ada pilihan bisa di luar ruangan atau di dalam. Makanannya lumayan.","""Saya suka sering ke sini, karena tempatnya enak, pencahayaannya bagus, ada pilihan bisa di dalam maupun di luar. Makanannya lumayan.""",0.9616026878356934
Kabeh sing diomongne pak rocky iku ora ana dasare. Nggumun yo kok isa dadi profesor.,Semua yang diomongin sama pak rocky itu tidak berdasar. Heran ya kok bisa jadi professor.,"Semua yang dibicarakan pak rocky itu tidak ada dasarnya. Mnggumun ya kok bisa jadi profesor.""",0.9311748147010803
"Restoran iki nduweni lokasi sing prima ing bukit-bukit sing nduweni hawa sejuk lan pemandangan ijo nyegerake. Mesthi wae tujuan utamane yaiku masakan khas nusantara sing nikmat. Cekake, ngunjungi mrene dhewe entuk ngelakokake sisan wisata ilat, mripat, lan jiwa.","Restoran ini memiliki lokasi yang prima di perbukitan yang memiliki udara sejuk dan pemandangan hijau menyegarkan. Tentu saja tujuan utamanya adalah masakan khas nusantara yang nikmat. Singkatnya, berkunjung ke sini kita dapat melakukan sekaligus wisata lidah, mata, dan jiwa.","""Restoran ini memiliki lokasi yang prima di bukit-bukit yang memiliki udara sejuk dan pemandangan hijau menyegarkan. Tentu saja tujuan utama adalah masakan khas nusantara yang nikmat. Cobalah, kunjungi ke sini kita mendapatkan kenangan berlibur, mripat, dan jiwa.""",0.9401530027389526
"Bojoku sek ora terlalu seneng karo ramen, kanggo siki deknen ngomong nek enak lan gurih. Deknen malah mesen maneh kanggo deknen sakwise nyicipi pesenanku.","Istri saya yang tidak terlalu suka ramen, untuk kali ini dia bilang enak dan gurih. Dia malah memesan lagi untuk dirinya setelah mencicipi pesanan saya.","""Istri saya yang tidak terlalu suka dengan ramen, untuk sekarang dia bilang kalau enak dan gurih. Dia malah memesan lagi untuk dirinya sendiri setelah mencicipi pesanan saya.""",0.9666013717651367
Panggone nyaman. Rasane enak. Regane uga saat. Weduse ora prengus. Pokoke cocok kanggo wong sing seneng njajan wedus.,Tempatnya nyaman. Rasanya enak. Harganya juga saat. Kambingnya tidak bau. Pokoknya recomend buat pecinta kuliner kambing.,"""Tempatnya nyaman. Rasanya enak. Harga juga terjangkau. Wedusnya tidak terlalu banyak. Pokoknya cocok untuk orang yang suka njajan wedus.""",0.9181078672409058
"Salah siji restoran panganan laut paling apik ing kota iki. Apike teka pas preinan dina setu, yuyu isih apik lagi teka. Rega kompetitif, ora murah pancen nanging ora kelarangen kok.","Salah satu restoran seafood terbaik di kota ini. Sebaiknya datang pas liburan hari sabtu, kepiting masih bagus baru datang. Harga bersaing, tidak murah memang tapi tidak kemahalan kok.","Salah satu restoran seafood terbaik di kota ini. Baiknya datang pas matahari terbenam, udang masih bagus juga datang. Harga kompetitif, tentu saja bukan murah tapi tidak terlalu langka kok.""",0.9333837628364563
"Kanggo nggolek batagor sing asli, kowe ora perlu adoh-adoh nggoleke marang pelosok, cukup arahke kendaraan marang dalan saka djunjunan, dhewe isa nikmati batagor asli sing enak kanthi panggonan sing kapenak. Rasa batagor sing ditawakake ngugah salira tenan amarga batagor disajikake garing-garinge lan diguyang kuwah kacang sing seger","Untuk menemukan batagor yang otentik, anda tak perlu jauh-jauh mencarinya ke pelosok, cukup arahkan kendaraan ke jalan dari djunjunan, kita dapat menikmati batagor asli yang enak dengan tempat yang nyaman. Rasa batagor yang ditawarkan sangat menggugah selera karena batagor disajikan garing-garingnya serta disiram kuah kacang yang segar","""Untuk mencari batagor yang asli, kamu tidak usah jauh-jauh mencari ke pelosok, cukup arahkan kendaraan ke jalan dari pertigaan, kita bisa menikmati batagor asli yang lezat dengan tempat yang nyaman. Rasa batagor yang disajikan sangat mengundang lidah karena batagor disajikan renyah-renyah serta disajikan kuah kacang yang segar""",0.953244149684906
"Citarasane biasa wae, ora ana sek spesial. Kudune ngenteni cukup suwi nganti teka panganane, pelayane uga kurang grapyak.","Citarasa biasa saja, tidak ada yang spesial. Harus menunggu cukup lama datangnya makanan, pelayan juga kurang ramah.","""Citarasa biasa saja, tidak ada yang spesial. Harusnya menunggu cukup lama sampai datang makanannya, pelayannya juga kurang ramah.""",0.9615926742553711
Roti ulang tahune spesial nganggo ndhog sakpiring ditambah mozzarella kanggo kowe,Kue ulang tahun spesial pakai telur sepiring plus mozzarella buat kamu,"""Roti ulang tahunnya spesial dengan dua macam topping dan mozzarella untuk kamu""",0.8881683349609375
Arep nesu marang indosat! Kok sinyale ilang terus si,Mau marah ke indosat! Kok sinyalnya hilang melulu si,Mau marah ke indosat! Kok sinyalnya hilang terus si,0.9722210168838501
"Omah mangan sing ngusung konsep tradisional alias jadul iki pantes kowe coba. Kejaba rasane sing pas, warung iki duweni sawetara perkara unik kaya piring sing dienggo yaiku piring seng jaman mbiyen karo gelas ombeane. Jenis menune aneka werna banget. Lan sakkabehe enak enak!","Rumah makan yang mengusung konsep tradisional alias jadul ini patut anda coba. Selain rasanya yang pas, warung ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng zaman dahulu berikut gelas minumnya. Jenis menunya sangat beragam. Dan semuanya enak enak!","""Rumah makan yang mengadopsi konsep tradisional alias jadul ini patut kamu coba. Kejaban rasanya yang pas, warung ini memiliki beberapa keunikan seperti piring yang digunakan adalah piring seng zaman dulu dengan gelas minumannya. Jenis menunya sangat beragam. Dan saking enaknya enak!""",0.9544451832771301
Kfc Palembang Square kerep dadi peyelamat pas luwe pas aku nginep ning sekitar hotel ning lokasi iku. Kabeh wong seneng kfc. Dadi. Kfc ning lokasi iki nyepetne sampeyan dinggo pesen pas sampeyan keluwen ning jero hotel.,Kfc Palembang Square seringkali menjadi penyelamat di saat lapar saat saya menginap di sekitaran hotel di lokasi itu. Semua orang suka kfc. So. Kfc di lokasi ini menyegerakan anda untuk memesan saat anda kelaparan di dalam hotel.,"""Kfc Palembang Square seringkali menjadi penyelamat ketika lapar pas saya menginap di sekitar hotel di lokasi itu. Semua orang suka kfc. Jadi. Kfc di lokasi itu menggantung anda buat pesan pas anda datang di keero hotel.""",0.9529295563697815
